wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,56.0,16.071428571428573,4.029479456318591,6.046861965255801,6.1030293892514695,12.0
wave2,60.0,100.0,1.4869260569523726,2.1062523147757446,2.1359316917608955,8.0
