metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,7.5,35.78333333333333,28.28333333333333,wave1_empirical_residual_median,19,35.78333333333333,55.30833333333334,
Output_mean,80.0,10.0,15.0,34.95201883941704,19.952018839417043,wave1_empirical_residual_median,19,34.95201883941704,63.593709432971686,
Consumption_mean,80.0,10.0,15.0,48.044101305277636,33.044101305277636,wave1_empirical_residual_median,19,48.044101305277636,68.94837266986438,
AvgPrice_mean,1.05,0.05,0.1,0.2734994929444037,0.17349949294440367,wave1_empirical_residual_median,19,0.2734994929444037,0.3551943706587421,
DefaultsHH_rate,0.004,0.002,0.003,0.007111111111111099,0.004111111111111099,wave1_empirical_residual_median,19,0.007111111111111099,0.01179166666666665,
BankFailed_share,0.0,0.01,0.01,1e-09,-0.009999999,wave1_empirical_residual_median,19,0.0,0.0,
BankResolved_share,0.05,0.03,0.05,0.06666666666666664,0.016666666666666635,wave1_empirical_residual_median,19,0.06666666666666664,0.14166666666666664,
BankResolutionHaircut_mean,0.02,0.01,0.02,0.039336247302051264,0.019336247302051263,wave1_empirical_residual_median,19,0.039336247302051264,0.08570269788037041,
BankBailedOut_share,0.02,0.02,0.03,0.02,-0.009999999999999998,wave1_empirical_residual_median,19,0.02,0.0522222222222222,
BankBailoutAmount_mean,0.2,0.2,0.3,1.03474310017205,0.7347431001720499,wave1_empirical_residual_median,19,1.03474310017205,1.4854162242015163,
Transfers_mean,6.5,2.0,3.0,3.418408213970265,0.41840821397026495,wave1_empirical_residual_median,19,3.418408213970265,5.404712085234584,
HH_Deposit_mean,1.5,1.0,1.5,1.4726765341247952,-0.027323465875204844,wave1_empirical_residual_median,19,1.4726765341247952,1.4999543349827054,
Bank_Equity_mean,10.0,7.5,10.0,9.030137882152365,-0.9698621178476348,wave1_empirical_residual_median,19,9.030137882152365,9.296816482424632,
