component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,241,6,0.024896265560165973,0.08713692946058091,0.06846473029045644,3,3
CU,0.2,241,18,0.07468879668049792,0.08713692946058091,0.06846473029045644,3,3
CU,0.3,241,21,0.08713692946058091,0.08713692946058091,0.06846473029045644,3,3
CU,0.4,241,21,0.08713692946058091,0.08713692946058091,0.06846473029045644,3,3
EV,0.1,241,6,0.024896265560165973,0.04979253112033195,0.040456431535269705,4,4
EV,0.2,241,9,0.03734439834024896,0.04979253112033195,0.040456431535269705,4,4
EV,0.3,241,12,0.04979253112033195,0.04979253112033195,0.040456431535269705,4,4
EV,0.4,241,12,0.04979253112033195,0.04979253112033195,0.040456431535269705,4,4
MD,0.1,241,21,0.08713692946058091,0.23651452282157676,0.15560165975103735,1,1
MD,0.2,241,33,0.13692946058091288,0.23651452282157676,0.15560165975103735,1,1
MD,0.3,241,39,0.16182572614107885,0.23651452282157676,0.15560165975103735,1,1
MD,0.4,241,57,0.23651452282157676,0.23651452282157676,0.15560165975103735,1,1
OU,0.1,241,9,0.03734439834024896,0.11203319502074689,0.08091286307053941,2,2
OU,0.2,241,18,0.07468879668049792,0.11203319502074689,0.08091286307053941,2,2
OU,0.3,241,24,0.0995850622406639,0.11203319502074689,0.08091286307053941,2,2
OU,0.4,241,27,0.11203319502074689,0.11203319502074689,0.08091286307053941,2,2
