,Employment,UnemploymentRate,WageBill,Output,Production,Consumption,HH_Deposit,HH_Debt,Firm_Debt,Firm_Cash,Inventories,AvgPrice,Bank_Equity,Bank_Loans,Bank_Deposits,Defaults,BalanceOK
0,64,0.19999999999999996,64.0,64.8182639876746,64.8182639876746,123.45869714879278,24.641406837963448,2.8267220212679147,7.40739951844342,72.30667352402214,0.0,1.1361926053705924,4.320534049895189,10.234121539711335,96.94808036198559,0,True
1,67,0.16249999999999998,67.0,67.78184304315526,67.78184304315526,90.9576326433566,8.707676885634513,10.783952118531156,4.240972086380201,79.40363146921015,0.0,1.1361926053705924,4.040476078879488,15.024924204911358,88.11130835484467,0,True
2,72,0.09999999999999998,72.0,69.62108353424621,72.92054698613393,79.64471705819733,4.751833605855159,14.644966554891543,1.760147425026351,84.22229812841428,3.299463451887699,1.1361926053705924,3.9004180212034916,16.405113979917893,88.97413173426943,0,True
3,72,0.09999999999999998,72.0,66.20062256607434,72.92054698613393,75.10615596082523,3.425013899341588,16.693442972271775,0.46979589800335964,86.39384568661565,10.019387871947286,1.1361926053705924,3.783649642130502,17.163238870275134,89.81885958595724,0,True
4,72,0.09999999999999998,72.0,63.24970154967626,72.92054698613393,71.72795991070012,2.8470705016225843,16.160203275201646,0.7659297137123685,86.8405127234978,19.69023330840494,1.1361926053705924,3.677820121606219,16.926132988914013,89.68758322512038,0,True
5,67,0.16249999999999998,67.0,59.854565832544395,67.92869759841582,67.87772579665366,2.5070796099019956,17.006906893130658,0.4671385954550318,87.83833137123736,27.76436507427636,1.1361926053705924,3.5679048652588974,17.47404548858569,90.34541098113935,0,True
6,65,0.1875,65.0,57.912897312694355,65.88462974477633,65.00095262898374,2.3327105036309566,17.161093155656484,0.54646429019568,88.34845857990882,35.73609750635835,1.1234613637727522,3.4656587201249147,17.707557445852164,90.68116908353979,0,True
7,65,0.1875,65.0,58.75055136232252,65.88462974477633,64.48454131509284,2.270946104012427,16.915428381725782,0.48891707752946933,88.20626568943106,42.87017588881217,1.098797085742535,3.366404023624259,17.40434545925525,90.47721179344349,0,True
8,64,0.19999999999999996,64.0,58.35593205709511,64.8182639876746,63.30089536560599,2.00552602907682,16.27785750951062,0.8391982326005754,88.28869519700473,49.33250781939165,1.086792926876219,3.2621048738421465,17.117055742111198,90.29422122608155,0,True
9,64,0.19999999999999996,64.0,57.90932723543673,64.8182639876746,62.481434329163676,1.987827249495118,15.057122579137435,1.4261124885949708,87.78170329349584,56.24144457162951,1.0803914268499806,3.1529748825539627,16.483235067732405,89.76953054299095,0,True
10,64,0.19999999999999996,64.0,58.513594420522054,64.8182639876746,62.42989138043984,1.978078023096955,13.76846804851438,1.6086541297004266,86.8045225817367,62.546114138782045,1.0678107057916844,3.0337919311936563,15.377122178214806,88.78260060483366,0,True
11,64,0.19999999999999996,64.0,59.06472906810672,64.8182639876746,62.63859696122926,1.9726649846125013,12.667130942113998,2.0309589382382556,86.26727388181845,68.29964905834993,1.0616675753374083,2.8974213717337842,14.698089880352253,88.23993886643096,0,True
12,64,0.19999999999999996,63.75250887417616,60.223983287567975,64.8182639876746,62.78060992386407,1.9696374357841588,11.688192611068944,2.38254931934988,86.03768250326233,72.89392975845655,1.0432542767938857,2.7501834750086744,14.070741930418823,88.0073199390465,0,True
13,64,0.19999999999999996,62.97412804881939,60.36775507557338,64.8182639876746,62.93048510727272,1.9679325592711778,10.840888506871133,2.918565219442063,86.91259288793714,77.34443867055778,1.0432542767938857,2.5915617139218186,13.759453726313197,88.88052544720831,0,True
14,64,0.19999999999999996,62.8102174780599,60.444804855859914,64.8182639876746,63.010805802398295,1.9669664196692325,10.057706277008556,3.0114683965014724,87.5822760493858,81.71789780237246,1.0432542767938857,2.422348161212041,13.069174673510028,89.54924246905503,0,True
15,64,0.19999999999999996,62.65291549646515,60.615794637472895,64.8182639876746,63.189054436819454,1.966415691488128,9.43752927908872,2.6762387291756324,88.16086733473115,85.92036715257414,1.0432542767938857,2.2359854423369665,12.113768008264351,90.12728302621927,0,True
16,64,0.19999999999999996,62.39862597943325,61.047143638341865,64.8182639876746,63.2101477227542,1.966100047191374,8.826279864670497,2.0484258641448108,88.73185577511143,89.69148750190689,1.0373932483818455,2.0276243873711572,10.874705728815307,90.6979558223028,0,True
17,63,0.21250000000000002,62.175961878685506,59.67662223745763,63.841930319880746,62.21001231974332,1.9659182276840133,8.202805461963905,1.3586968594265276,88.47886797304362,93.85679558433,1.0432542767938857,1.7916287228359493,9.561502321390433,90.44478620072763,0,True
18,62,0.22499999999999998,61.60915908650067,59.177523555086935,62.85452823887941,61.27428382143733,1.965813009859342,7.631210583677413,0.6750132585202024,87.87552950975063,97.53380026812246,1.0373932483818455,1.53063483826012,8.306223842197616,89.84134251960998,0,True
19,62,0.22499999999999998,61.429706432067974,59.22335739259193,62.85452823887941,61.32174162972652,1.9657518628357413,7.09568621300457,0.0,87.51842883126736,101.16497111440994,1.0373932483818455,1.2475526025060224,7.09568621300457,89.4841806941031,0,True
20,62,0.22499999999999998,61.457695388208066,59.33411952404032,62.85452823887941,61.4364282517971,1.9657161900777536,6.664163756989595,0.0,87.93475383901269,104.68537982924904,1.0373932483818455,0.9420454232955984,6.664163756989595,89.90047002909044,0,True
21,61,0.23750000000000004,61.0,58.48186003184472,61.85468493219393,60.55397175687983,1.9215730141483145,6.297447032129387,0.0,87.9283993650876,108.05820472959824,1.0373932483818455,0.625826348289938,6.297447032129387,89.84997237923591,0,True
