,Employment,UnemploymentRate,WageBill,Output,Production,Consumption,HH_Deposit,HH_Debt,Firm_Debt,Firm_Cash,Inventories,AvgPrice,Bank_Equity,Bank_Loans,Bank_Deposits,Defaults,BalanceOK
0,76,0.050000000000000044,81.22247830494987,69.29499977996241,69.29499977996241,172.10204348984803,0.3713384756402268,0.0,18.22742777203481,97.18422347266366,0.0,1.5130183894166154,4.320534049895189,18.22742777203481,97.55556194830389,0,True
1,80,0.0,95.99999999999999,66.11468416630973,72.96069361794933,100.81381753403612,0.0,4.440622366017558,15.119865824936628,98.01808622708884,6.846009451639606,1.5130183894166154,4.197304795594365,19.560488190954185,98.01808622708884,0,True
2,80,0.0,95.39576356917804,63.151397866227754,72.96069361794933,95.32702633326167,0.0,3.8564611465994427,15.777093147729953,98.79426942860249,16.655305203361188,1.5130183894166154,4.098424128278005,19.633554294329397,98.79426942860249,0,True
3,80,0.0,92.51929564336152,63.51494476826232,72.96069361794933,95.40000000000013,0.0,3.3335903695314313,15.701388513070164,101.7776986347697,26.10105405304821,1.5044600054635249,3.99712386702158,19.034978882601596,101.7776986347697,0,True
4,79,0.012499999999999956,92.9658466301112,63.06460337034144,72.06085031126386,94.20000000000013,0.0,2.8002621769220606,16.062805025104545,103.56812923960545,35.097300993970634,1.4961252210135234,3.8689349514997637,18.863067202026606,103.56812923960545,0,True
5,79,0.012499999999999956,93.69804173014477,63.7366733305031,72.10543339070362,94.20000000000013,0.0,2.2562674204605018,16.395532337051684,104.5993993671039,43.466061054171156,1.479439731816824,3.7283556493422685,18.651799757512187,104.5993993671039,0,True
6,80,0.0,93.97557419318697,65.29570525578042,73.02282998459324,95.40000000000013,0.0,1.7013927688697117,15.972350041427928,105.7957292283878,51.19318578298399,1.4627570007791049,3.5783946476569928,17.67374281029764,105.7957292283878,0,True
7,80,0.0,94.43515238698072,65.70946482497335,73.02282998459324,95.40000000000013,0.0,1.1354206242471059,15.867913873201235,106.86567231849388,58.506550942603894,1.4544222163291034,3.402890857721007,17.003334497448343,106.86567231849388,0,True
8,80,0.0,94.9131031591242,66.36117205019038,73.02282998459324,95.40123290334917,0.0,0.5593619400810852,15.218391598178997,106.92124987182507,65.16820887700678,1.4379859971126934,3.2086291860775042,15.777753538260082,106.92124987182507,0,True
9,80,0.0,94.48400120645103,67.24387122373253,73.02282998459324,95.52000000000014,0.0,0.09054917888270687,15.285526196984673,108.2546216815754,70.94716763786748,1.4218901760728881,2.9895780074835807,15.37607537586738,108.2546216815754,0,True
