metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,24.178500000000007,,0.9,25.0,584.5998622500003,12.471703703703714,seed_replicates,399,True,
Output_mean,80.0,10.0,43.035196236475436,,0.9,100.0,1852.0281151119495,31.062808221936994,seed_replicates,399,True,
Consumption_mean,80.0,10.0,31.97661178802332,,0.9,100.0,1022.5037014419519,22.26792826373584,seed_replicates,399,True,
AvgPrice_mean,1.05,0.05,0.1649105618617327,,0.9,0.0025000000000000005,0.027195493413552367,0.0002677550970545619,seed_replicates,399,True,
DefaultsHH_rate,0.004,0.002,0.0014309999999999542,,0.9,4e-06,2.047760999999869e-06,2.181069958847847e-07,seed_replicates,399,True,
BankFailed_share,0.0,0.01,1e-09,,0.9,0.0001,1e-18,0.0,seed_replicates,399,True,
BankResolved_share,0.05,0.03,0.03240000000000004,,0.9,0.0009,0.0010497600000000027,0.0003703703703703696,seed_replicates,399,True,
BankResolutionHaircut_mean,0.02,0.01,0.011529767401438707,,0.9,0.0001,0.00013293553633127866,2.6752937969095362e-05,seed_replicates,399,True,
BankBailedOut_share,0.02,0.02,0.014580000000000003,,0.9,0.0004,0.00021257640000000007,1.0288065843621561e-05,seed_replicates,399,True,
BankBailoutAmount_mean,0.2,0.2,0.14580000000000004,,0.9,0.04000000000000001,0.02125764000000001,0.0037367282235201736,seed_replicates,399,True,
Transfers_mean,6.5,2.0,3.504562937307331,,0.9,4.0,12.281961381548186,0.1687167522043595,seed_replicates,399,True,
HH_Deposit_mean,1.5,1.0,1.0935000000000001,,0.9,1.0,1.1957422500000003,0.5133927211584216,seed_replicates,399,True,
Bank_Equity_mean,10.0,7.5,2.7387565087498102,,0.9,56.25,7.500787214219449,28.93109615927647,seed_replicates,399,True,
PriceDispersion_mean,0.1,0.06,0.03027275459561136,,0.9,0.0036,0.0009164396708061088,0.00027925179953923365,seed_replicates,399,False,
InventoryGap_mean,0.0,0.25,0.029904158265450127,,0.9,0.0625,0.0008942586815650892,0.01835178372371224,seed_replicates,399,False,
CreditRejections_mean,1.0,1.0,72.64890000000001,,0.9,1.0,5277.862671210001,12.855703703703684,seed_replicates,399,False,
FirmDowntimeShare_mean,0.05,0.04,0.03645000000000001,,0.9,0.0016,0.0013286025000000007,0.0,seed_replicates,399,False,
