component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,1161,0,0.0,0.00516795865633075,0.0032299741602067186,3,3
CU,0.2,1161,3,0.002583979328165375,0.00516795865633075,0.0032299741602067186,3,3
CU,0.3,1161,6,0.00516795865633075,0.00516795865633075,0.0032299741602067186,3,3
CU,0.4,1161,6,0.00516795865633075,0.00516795865633075,0.0032299741602067186,3,3
EV,0.1,1161,0,0.0,0.002583979328165375,0.001937984496124031,4,4
EV,0.2,1161,3,0.002583979328165375,0.002583979328165375,0.001937984496124031,4,4
EV,0.3,1161,3,0.002583979328165375,0.002583979328165375,0.001937984496124031,4,4
EV,0.4,1161,3,0.002583979328165375,0.002583979328165375,0.001937984496124031,4,4
MD,0.1,1161,9,0.007751937984496124,0.07235142118863049,0.036821705426356585,1,1
MD,0.2,1161,24,0.020671834625323,0.07235142118863049,0.036821705426356585,1,1
MD,0.3,1161,54,0.046511627906976744,0.07235142118863049,0.036821705426356585,1,1
MD,0.4,1161,84,0.07235142118863049,0.07235142118863049,0.036821705426356585,1,1
OU,0.1,1161,3,0.002583979328165375,0.007751937984496124,0.00516795865633075,2,2
OU,0.2,1161,6,0.00516795865633075,0.007751937984496124,0.00516795865633075,2,2
OU,0.3,1161,6,0.00516795865633075,0.007751937984496124,0.00516795865633075,2,2
OU,0.4,1161,9,0.007751937984496124,0.007751937984496124,0.00516795865633075,2,2
