param,initial_low,initial_high,nroy_min,nroy_max,nroy_p05,nroy_p95,shrink_pct
alpha_mean,0.57,0.92,0.6114604051221786,0.8863326908130464,0.6230552801713377,0.8646261066850006,21.465061231180638
alpha_std,0.03,0.13,0.0422536940192423,0.1156252394177002,0.0448525935673926,0.1123230464706399,26.628454601542106
wage,0.9,1.45,0.9491738770161584,1.200703413539696,0.9621419154822212,1.163275604489212,54.26735699572045
productivity,0.95,1.95,1.0085489707288442,1.3252345624457913,1.0234196240874658,1.268526837779613,68.33144082830529
loan_rate,0.012,0.073,0.016197558737051,0.0631640052570335,0.0188677395595096,0.0605829475225849,23.00582537707787
deposit_rate,0.001,0.028,0.0036882061093596,0.0256195748335232,0.0049946151186877,0.0243945670627692,18.772708429023698
bank_credit_multiplier,4.2,14.0,5.579077368251717,12.842999619276062,5.882463757037246,12.405081809789262,25.87834437730261
hh_debt_cap_multiplier,2.1,4.8,2.4246285928093783,4.598047552901189,2.552159220563018,4.484581654996148,19.50300147808107
firm_debt_cap_multiplier,1.6,4.8,1.8621335050815493,4.434549288234173,2.007795515166575,4.332924435500065,19.612006776480495
adaptation_rate,0.25,0.95,0.3509195476226602,0.8767664963685766,0.3771322047481646,0.8555169943669105,24.879007322011937
price_elasticity,0.95,2.9,1.0995922252080024,2.6746837277772397,1.1815054643492622,2.5962650479580267,19.226076791321155
skill_wage_weight,0.03,0.49,0.0724951942128331,0.4496073447870248,0.090163574152467,0.4307653624684421,18.019097701262677
demand_smoothing,0.06,0.35,0.0859378869431742,0.316212429496828,0.0966301639803488,0.3042470043679237,20.594985326326277
price_adjust_speed,0.08,0.45,0.1205063748278157,0.4032705382614893,0.1318202223266178,0.384283183428314,23.577253126034158
price_stickiness,0.45,0.9,0.4881752680497773,0.8396057370234427,0.5094711896662323,0.8242234008220253,21.90434022807437
max_price_step,0.04,0.22,0.0583972362905416,0.1986017719460924,0.06445822336577,0.1932407679085155,22.10859130247178
inventory_target_days,0.8,2.8,0.9877610535765884,2.6207905386164323,1.0474448226017914,2.545803098318322,18.348525748007795
demand_expectation_memory,0.15,0.65,0.1957693931361326,0.6184220449166653,0.2207780721802564,0.600945429239228,15.469469643893463
max_hire_per_step,3.0,12.0,3.735038251682714,11.048185449382396,4.097004666297509,10.709425440260864,18.742808914447973
max_fire_per_step,3.0,12.0,3.717235581685701,10.920807650700697,4.092662552286517,10.635477499986507,19.960310344277822
hh_max_dsr,0.2,0.65,0.2531799000539321,0.6038430441896787,0.2681970947193385,0.5847172264028395,22.07485685872298
firm_max_dsr,0.6,2.2,0.7560594779853811,1.967931723629724,0.8111634425926726,1.9083790148187605,24.257984647228568
firm_reentry_lag,0.0,4.0,0.4342600006248363,3.591803732423488,0.5857104008037233,3.4670993760355544,21.061406705033704
firm_reentry_cash_fraction,0.2,0.85,0.2666617333991574,0.8058467636860351,0.293509571567885,0.7770843989144267,17.048456878941888
consumption_memory,0.15,0.75,0.190687332307746,0.6801603218264834,0.2126100882668622,0.6540923050331601,18.421168413543764
precautionary_saving,0.03,0.35,0.0702731075647461,0.3116399693870226,0.0812950682020768,0.2990679602878334,24.572855680538574
consumption_floor_prop,0.0,0.35,0.0418041054725703,0.3160473397380424,0.0556027633421812,0.3065255461385449,21.644790209865118
consumption_ceiling_prop,1.0,2.8,1.1478045181768444,2.6228532837260707,1.2097840333313723,2.544444461541101,18.052846358376307
unemployed_consumption_penalty,0.05,0.45,0.0762236539395093,0.400006506641684,0.090981929386984,0.3835291468499742,19.054286824456323
unemployment_transfer,0.0,0.25,0.0333259626391751,0.2154529238792772,0.0411448731701396,0.208693943197036,27.14921550395917
