component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,609,15,0.024630541871921183,0.06896551724137931,0.04926108374384237,4,4
CU,0.2,609,27,0.04433497536945813,0.06896551724137931,0.04926108374384237,4,4
CU,0.3,609,36,0.059113300492610835,0.06896551724137931,0.04926108374384237,4,4
CU,0.4,609,42,0.06896551724137931,0.06896551724137931,0.04926108374384237,4,4
EV,0.1,609,18,0.029556650246305417,0.08374384236453201,0.05788177339901478,3,3
EV,0.2,609,33,0.054187192118226604,0.08374384236453201,0.05788177339901478,3,3
EV,0.3,609,39,0.06403940886699508,0.08374384236453201,0.05788177339901478,3,3
EV,0.4,609,51,0.08374384236453201,0.08374384236453201,0.05788177339901478,3,3
MD,0.1,609,48,0.07881773399014778,0.2660098522167488,0.17364532019704434,1,1
MD,0.2,609,84,0.13793103448275862,0.2660098522167488,0.17364532019704434,1,1
MD,0.3,609,129,0.21182266009852216,0.2660098522167488,0.17364532019704434,1,1
MD,0.4,609,162,0.2660098522167488,0.2660098522167488,0.17364532019704434,1,1
OU,0.1,609,36,0.059113300492610835,0.22167487684729065,0.13669950738916256,2,2
OU,0.2,609,57,0.09359605911330049,0.22167487684729065,0.13669950738916256,2,2
OU,0.3,609,105,0.1724137931034483,0.22167487684729065,0.13669950738916256,2,2
OU,0.4,609,135,0.22167487684729065,0.22167487684729065,0.13669950738916256,2,2
