component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,35,0,0.0,0.0,0.0,2,3
CU,0.2,35,0,0.0,0.0,0.0,2,3
CU,0.3,35,0,0.0,0.0,0.0,2,3
CU,0.4,35,0,0.0,0.0,0.0,2,3
EV,0.1,35,0,0.0,0.0,0.0,2,3
EV,0.2,35,0,0.0,0.0,0.0,2,3
EV,0.3,35,0,0.0,0.0,0.0,2,3
EV,0.4,35,0,0.0,0.0,0.0,2,3
MD,0.1,35,0,0.0,0.05714285714285714,0.04285714285714286,1,1
MD,0.2,35,2,0.05714285714285714,0.05714285714285714,0.04285714285714286,1,1
MD,0.3,35,2,0.05714285714285714,0.05714285714285714,0.04285714285714286,1,1
MD,0.4,35,2,0.05714285714285714,0.05714285714285714,0.04285714285714286,1,1
OU,0.1,35,0,0.0,0.05714285714285714,0.014285714285714285,1,2
OU,0.2,35,0,0.0,0.05714285714285714,0.014285714285714285,1,2
OU,0.3,35,0,0.0,0.05714285714285714,0.014285714285714285,1,2
OU,0.4,35,2,0.05714285714285714,0.05714285714285714,0.014285714285714285,1,2
