metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,7.5,36.233333333333334,28.733333333333334,wave1_empirical_residual_median,19,36.233333333333334,51.43333333333334,
Output_mean,80.0,10.0,15.0,24.908179637763787,9.908179637763787,wave1_empirical_residual_median,19,24.908179637763787,59.089742790277725,
Consumption_mean,80.0,10.0,15.0,40.82047448334516,25.82047448334516,wave1_empirical_residual_median,19,40.82047448334516,66.01100221537305,
AvgPrice_mean,1.05,0.05,0.1,0.18809801281111904,0.08809801281111904,wave1_empirical_residual_median,19,0.18809801281111904,0.27823328118029406,
DefaultsHH_rate,0.004,0.002,0.003,0.005055555555555501,0.0020555555555555006,wave1_empirical_residual_median,19,0.005055555555555501,0.010527777777777733,
BankFailed_share,0.0,0.01,0.01,1e-09,-0.009999999,wave1_empirical_residual_median,19,0.0,0.0,
BankResolved_share,0.05,0.03,0.05,0.06666666666666665,0.01666666666666665,wave1_empirical_residual_median,19,0.06666666666666665,0.0944444444444444,
BankResolutionHaircut_mean,0.02,0.01,0.02,0.04657798956139589,0.026577989561395888,wave1_empirical_residual_median,19,0.04657798956139589,0.0559574306595853,
BankBailedOut_share,0.02,0.02,0.03,0.02,-0.009999999999999998,wave1_empirical_residual_median,19,0.02,0.035555555555555535,
BankBailoutAmount_mean,0.2,0.2,0.3,0.3144277603026124,0.014427760302612391,wave1_empirical_residual_median,19,0.3144277603026124,1.4856730304505534,
Transfers_mean,6.5,2.0,3.0,2.8753263243793064,-0.12467367562069365,wave1_empirical_residual_median,19,2.8753263243793064,4.9947496120015185,
HH_Deposit_mean,1.5,1.0,1.5,1.3113820856448404,-0.18861791435515962,wave1_empirical_residual_median,19,1.3113820856448404,1.4951870722116847,
Bank_Equity_mean,10.0,7.5,10.0,8.803003326455858,-1.1969966735441417,wave1_empirical_residual_median,19,8.803003326455858,9.501901104007013,
