wave,trained,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,28.0,7.0,0.5207277527625663,0.5400712684811609,0.7857142857142857
wave2,25.0,10.0,0.4739907550133258,0.4293761589639673,0.68
