check,pass,value,contour,blocking,gate_group,reason_code
"Structural: PriceDispersion median in [0.03,0.30]",True,median=0.0768,structural,True,interpretability,ok
Structural: |InventoryGap| p95 <= 1.5,True,p95_abs=0.2383,structural,True,interpretability,ok
Structural: CreditRejections p90 <= 30,False,p90=87.0050,structural,True,interpretability,credit_rejections_too_high
