metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,80.35714285714286,93.75,13.392857142857139
Imax_median,1.7281229045331337,1.9403030222450275,0.21218011771189382
RI_shrink_mean,8.804782310965903,18.288076598217177,9.483294287251274
bad_run_pct,6.666666666666667,20.0,13.333333333333332
