wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,56.0,80.35714285714286,1.7281229045331337,3.5264411095850328,3.831964656358165,12.0
wave2,48.0,93.75,1.9403030222450275,3.1459651864090348,3.2962347652790185,12.0
