wave,trained,gate_metrics,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,29.0,19.0,8.0,0.6104778115236138,0.6282474255226737,1.0
wave2,29.0,17.0,8.0,0.6068172706394026,0.6192824037726868,1.0
