wave,trained,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,27.0,8.0,0.5722654994411737,0.535346442113706,0.8148148148148148
wave2,27.0,8.0,0.36141736701755584,0.3321099731090678,0.5925925925925926
