component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,417,6,0.014388489208633094,0.1079136690647482,0.06654676258992806,4,4
CU,0.2,417,27,0.06474820143884892,0.1079136690647482,0.06654676258992806,4,4
CU,0.3,417,33,0.07913669064748201,0.1079136690647482,0.06654676258992806,4,4
CU,0.4,417,45,0.1079136690647482,0.1079136690647482,0.06654676258992806,4,4
EV,0.1,417,21,0.050359712230215826,0.17985611510791366,0.11151079136690648,3,3
EV,0.2,417,39,0.09352517985611511,0.17985611510791366,0.11151079136690648,3,3
EV,0.3,417,51,0.1223021582733813,0.17985611510791366,0.11151079136690648,3,3
EV,0.4,417,75,0.17985611510791366,0.17985611510791366,0.11151079136690648,3,3
MD,0.1,417,180,0.4316546762589928,0.9568345323741008,0.7517985611510791,1,1
MD,0.2,417,315,0.7553956834532374,0.9568345323741008,0.7517985611510791,1,1
MD,0.3,417,360,0.8633093525179856,0.9568345323741008,0.7517985611510791,1,1
MD,0.4,417,399,0.9568345323741008,0.9568345323741008,0.7517985611510791,1,1
OU,0.1,417,174,0.4172661870503597,0.920863309352518,0.7266187050359713,2,2
OU,0.2,417,300,0.7194244604316546,0.920863309352518,0.7266187050359713,2,2
OU,0.3,417,354,0.8489208633093526,0.920863309352518,0.7266187050359713,2,2
OU,0.4,417,384,0.920863309352518,0.920863309352518,0.7266187050359713,2,2
