component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,513,21,0.04093567251461988,0.09941520467836257,0.06725146198830409,4,4
CU,0.2,513,30,0.05847953216374269,0.09941520467836257,0.06725146198830409,4,4
CU,0.3,513,36,0.07017543859649122,0.09941520467836257,0.06725146198830409,4,4
CU,0.4,513,51,0.09941520467836257,0.09941520467836257,0.06725146198830409,4,4
EV,0.1,513,24,0.04678362573099415,0.10526315789473684,0.07163742690058479,3,3
EV,0.2,513,30,0.05847953216374269,0.10526315789473684,0.07163742690058479,3,3
EV,0.3,513,39,0.07602339181286549,0.10526315789473684,0.07163742690058479,3,3
EV,0.4,513,54,0.10526315789473684,0.10526315789473684,0.07163742690058479,3,3
MD,0.1,513,27,0.05263157894736842,0.2046783625730994,0.12719298245614036,2,2
MD,0.2,513,51,0.09941520467836257,0.2046783625730994,0.12719298245614036,2,2
MD,0.3,513,78,0.15204678362573099,0.2046783625730994,0.12719298245614036,2,2
MD,0.4,513,105,0.2046783625730994,0.2046783625730994,0.12719298245614036,2,2
OU,0.1,513,51,0.09941520467836257,0.49122807017543857,0.2880116959064327,1,1
OU,0.2,513,111,0.21637426900584794,0.49122807017543857,0.2880116959064327,1,1
OU,0.3,513,177,0.34502923976608185,0.49122807017543857,0.2880116959064327,1,1
OU,0.4,513,252,0.49122807017543857,0.49122807017543857,0.2880116959064327,1,1
