metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,4.34993805312,4.34993805312,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,8.69987610624,8.69987610624,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,8.69987610624,8.69987610624,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.05074927728640001,0.05074927728640001,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.001977244569600001,0.001977244569600001,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.0065908152320000015,0.0065908152320000015,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.03295407616000001,0.03295407616000001,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.013181630464000003,0.013181630464000003,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.019772445696000004,0.019772445696000004,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.15290691338240006,0.15290691338240006,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,1.5290691338240001,1.5290691338240001,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,0.7645345669120001,0.7645345669120001,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,5.101290989568001,5.101290989568001,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.07908978278400002,0.07908978278400002,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.23067853312000006,0.23067853312000006,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,13.181630464000007,13.181630464000007,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.04613570662400002,0.04613570662400002,0.0,fixed_baseline,0,,,
