metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,3.6817875681607686,3.6817875681607686,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,7.363575136321537,7.363575136321537,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,7.363575136321537,7.363575136321537,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.04295418829520897,0.04295418829520897,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0016735398037094407,0.0016735398037094407,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.005578466012364802,0.005578466012364802,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.027892330061824015,0.027892330061824015,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.011156932024729603,0.011156932024729603,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.016735398037094402,0.016735398037094402,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.12942041148686342,0.12942041148686342,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,1.2942041148686338,1.2942041148686338,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,0.6471020574343169,0.6471020574343169,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,4.317732693570357,4.317732693570357,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.06694159214837761,0.06694159214837761,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.19524631043276805,0.19524631043276805,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,11.156932024729606,11.156932024729606,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.03904926208655362,0.03904926208655362,0.0,fixed_baseline,0,,,
