wave,wave_dir,n,steps,nroy_pct,Imax_median,Imax_p95,gpr_r2_cv_median,gpr_r2_cv_share_ge_threshold,shrink_mean,shrink_delta,wave_blocking_pass,stable_candidate
1,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp02_emu_focus_high_n\01_wave1,220,150,9.90566037735849,3.4577864017986095,5.365782243000082,0.556271254703098,0.8387096774193549,12.215469534306202,,False,False
2,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp02_emu_focus_high_n\02_wave2,220,150,30.898021308980212,3.0158480859760486,4.494818315371274,0.6183619589743479,0.7419354838709677,22.446219889138874,10.230750354832672,False,False
3,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp02_emu_focus_high_n\waves\wave_03,220,150,32.77693474962064,2.8256885702933,3.9634742591703973,0.5194194895642767,0.6666666666666666,31.751787130924995,9.305567241786122,False,False
4,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp02_emu_focus_high_n\waves\wave_04,250,150,50.8,2.748208832647345,3.4000732785317758,0.5403301075046965,0.5185185185185185,38.79068928722162,7.038902156296622,False,False
5,C:\Users\Alexander\Desktop\Education\Aspa\code\output_quality_campaign_night_20260214_021850\exp02_emu_focus_high_n\waves\wave_05,250,150,54.0,2.683261605417913,3.545044477977573,0.3781285396937396,0.5185185185185185,45.513981731621556,6.723292444399938,False,False
