metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,6.403973400000002,6.403973400000002,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,12.807946800000003,12.807946800000003,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,12.807946800000003,12.807946800000003,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.07471302300000002,0.07471302300000002,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.002910897000000001,0.002910897000000001,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.009702990000000002,0.009702990000000002,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.04851495000000001,0.04851495000000001,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.019405980000000003,0.019405980000000003,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.029108970000000012,0.029108970000000012,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.2251093680000001,0.2251093680000001,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.2510936800000003,2.2510936800000003,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.1255468400000002,1.1255468400000002,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,7.510114260000003,7.510114260000003,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.11643588000000005,0.11643588000000005,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.3396046500000001,0.3396046500000001,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,19.405980000000003,19.405980000000003,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.06792093000000003,0.06792093000000003,0.0,fixed_baseline,0,,,
