component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,318,0,0.0,0.04716981132075472,0.025943396226415096,4,4
CU,0.2,318,9,0.02830188679245283,0.04716981132075472,0.025943396226415096,4,4
CU,0.3,318,9,0.02830188679245283,0.04716981132075472,0.025943396226415096,4,4
CU,0.4,318,15,0.04716981132075472,0.04716981132075472,0.025943396226415096,4,4
EV,0.1,318,6,0.018867924528301886,0.08490566037735849,0.049528301886792456,3,3
EV,0.2,318,15,0.04716981132075472,0.08490566037735849,0.049528301886792456,3,3
EV,0.3,318,15,0.04716981132075472,0.08490566037735849,0.049528301886792456,3,3
EV,0.4,318,27,0.08490566037735849,0.08490566037735849,0.049528301886792456,3,3
MD,0.1,318,21,0.0660377358490566,0.2358490566037736,0.14858490566037735,1,1
MD,0.2,318,42,0.1320754716981132,0.2358490566037736,0.14858490566037735,1,1
MD,0.3,318,51,0.16037735849056603,0.2358490566037736,0.14858490566037735,1,1
MD,0.4,318,75,0.2358490566037736,0.2358490566037736,0.14858490566037735,1,1
OU,0.1,318,9,0.02830188679245283,0.11320754716981132,0.07547169811320756,2,2
OU,0.2,318,18,0.05660377358490566,0.11320754716981132,0.07547169811320756,2,2
OU,0.3,318,33,0.10377358490566038,0.11320754716981132,0.07547169811320756,2,2
OU,0.4,318,36,0.11320754716981132,0.11320754716981132,0.07547169811320756,2,2
