metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,7.69824,,0.9,25.0,59.262899097600005,24.501925925925864,seed_replicates,120,True,
Output_mean,80.0,10.0,15.39648,,0.9,100.0,237.05159639040002,41.34815781237351,seed_replicates,120,True,
Consumption_mean,80.0,10.0,15.39648,,0.9,100.0,237.05159639040002,33.739800610703625,seed_replicates,120,True,
AvgPrice_mean,1.05,0.05,0.0898128,,0.9,0.0025000000000000005,0.00806633904384,0.0005620746217445779,seed_replicates,120,True,
DefaultsHH_rate,0.004,0.002,0.0034992000000000005,,0.9,4e-06,1.2244400640000003e-05,2.8634259259260123e-06,seed_replicates,120,True,
BankFailed_share,0.0,0.01,0.011664,,0.9,0.0001,0.00013604889600000002,0.0,seed_replicates,120,True,
BankResolved_share,0.05,0.03,0.05832000000000001,,0.9,0.0009,0.003401222400000001,0.0016967592592592588,seed_replicates,120,True,
BankResolutionHaircut_mean,0.02,0.01,0.023328,,0.9,0.0001,0.0005441955840000001,0.0002586796565231793,seed_replicates,120,True,
BankBailedOut_share,0.02,0.02,0.034992,,0.9,0.0004,0.0012244400640000002,9.259259259259294e-05,seed_replicates,120,True,
BankBailoutAmount_mean,0.2,0.2,0.27060480000000003,,0.9,0.04000000000000001,0.07322695778304002,0.07132773516838314,seed_replicates,120,True,
Transfers_mean,6.5,2.0,2.706048,,0.9,4.0,7.322695778304,0.2774515598437386,seed_replicates,120,True,
HH_Deposit_mean,1.5,1.0,1.353024,,0.9,1.0,1.830673944576,0.21942246452042055,seed_replicates,120,True,
Bank_Equity_mean,10.0,7.5,9.027936000000002,,0.9,56.25,81.50362842009604,14.609425284665626,seed_replicates,120,True,
PriceDispersion_mean,0.1,0.06,0.139968,,0.9,0.0036,0.019591041024000003,0.0003869797501750542,seed_replicates,120,False,
InventoryGap_mean,0.0,0.25,0.40824000000000005,,0.9,0.0625,0.16665989760000005,0.0242918004052654,seed_replicates,120,False,
CreditRejections_mean,80.0,10.0,23.328000000000003,,0.9,100.0,544.1955840000002,349.20566666666656,seed_replicates,120,False,
FirmDowntimeShare_mean,0.05,0.04,0.08164800000000003,,0.9,0.0016,0.0066663959040000045,0.0,seed_replicates,120,False,
