component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,279,21,0.07526881720430108,0.3225806451612903,0.2338709677419355,4,3
CU,0.2,279,69,0.24731182795698925,0.3225806451612903,0.2338709677419355,4,3
CU,0.3,279,81,0.2903225806451613,0.3225806451612903,0.2338709677419355,4,3
CU,0.4,279,90,0.3225806451612903,0.3225806451612903,0.2338709677419355,4,3
EV,0.1,279,30,0.10752688172043011,0.3548387096774194,0.24731182795698928,2,2
EV,0.2,279,66,0.23655913978494625,0.3548387096774194,0.24731182795698928,2,2
EV,0.3,279,81,0.2903225806451613,0.3548387096774194,0.24731182795698928,2,2
EV,0.4,279,99,0.3548387096774194,0.3548387096774194,0.24731182795698928,2,2
MD,0.1,279,36,0.12903225806451613,0.41935483870967744,0.3010752688172043,1,1
MD,0.2,279,81,0.2903225806451613,0.41935483870967744,0.3010752688172043,1,1
MD,0.3,279,102,0.3655913978494624,0.41935483870967744,0.3010752688172043,1,1
MD,0.4,279,117,0.41935483870967744,0.41935483870967744,0.3010752688172043,1,1
OU,0.1,279,21,0.07526881720430108,0.34408602150537637,0.21774193548387097,3,4
OU,0.2,279,48,0.17204301075268819,0.34408602150537637,0.21774193548387097,3,4
OU,0.3,279,78,0.27956989247311825,0.34408602150537637,0.21774193548387097,3,4
OU,0.4,279,96,0.34408602150537637,0.34408602150537637,0.21774193548387097,3,4
