wave,trained,gate_metrics,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,32.0,19.0,5.0,0.6928634025754146,0.6724297878231172,1.0
wave2,29.0,19.0,8.0,0.6540989499805545,0.6915000798191876,1.0
