metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,29.980276134122285,46.0,16.019723865877715
Imax_median,3.2040112425599894,2.640945589659526,-0.5630656529004634
RI_shrink_mean,3.4549757273134873,24.33441177960104,20.879436052287552
bad_run_pct,3.428571428571429,0.0,-3.428571428571429
