wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,475.0,26.526315789473685,3.193056137116608,4.761609858946251,7.95716077309054,12.0
wave2,480.0,30.0,2.5873632539421703,2.9380261014087354,7.4119220593443105,12.0
