alpha_mean,alpha_std,wage,productivity,loan_rate,deposit_rate,bank_credit_multiplier,hh_debt_cap_multiplier,firm_debt_cap_multiplier,adaptation_rate,price_elasticity,skill_wage_weight,demand_smoothing,price_adjust_speed,price_stickiness,max_price_step,inventory_target_days,demand_expectation_memory,max_hire_per_step,max_fire_per_step,hh_max_dsr,firm_max_dsr,firm_reentry_lag,firm_reentry_cash_fraction,consumption_memory,precautionary_saving,consumption_floor_prop,consumption_ceiling_prop,unemployed_consumption_penalty,unemployment_transfer,Employment_mean,UnemploymentRate_mean,Output_mean,Consumption_mean,Transfers_mean,AvgPrice_mean,AvgMarkup_mean,PriceDispersion_mean,InventoryGap_mean,SalesForecastError_mean,InventoryTurnover_mean,CreditRejections_mean,FirmDowntimeShare_mean,ReentryCount_mean,UnemploymentTransfers_mean,HH_Debt_mean,HH_Deposit_mean,Firm_Debt_mean,Bank_Equity_mean,BankFailed_mean,BankResolved_mean,BankResolutionAmount_mean,BankResolutionHaircut_mean,BankBailedOut_mean,BankBailoutAmount_mean,Defaults_mean,DefaultsHH_mean,DefaultsFirm_mean,BalanceOK_mean,DefaultsHH_rate,DefaultsFirm_rate,BalanceOK_share,BankFailed_share,BankResolved_share,BankBailedOut_share,seed,rep_id
0.5598204425938802,0.0529943389062016,1.2043279217079808,1.1784859958946858,0.0842163883960824,0.0113180059436591,14.509851106175152,5.036538572488648,7.024896663535737,0.3969450465932841,1.4556737286366024,0.3621069356295526,0.221284992989145,0.3054406447446559,0.5955631592725117,0.1471702875213603,1.6829314310756056,0.3638143946767986,9.885134542577555,9.46167199527324,0.7765160397383932,2.002705813364541,2.029401455560404,0.3434593475247997,0.3352923027796936,0.243249431880727,0.2191643401686452,2.412103885090893,0.3146690750590353,0.0653634491789969,98.2,0.018000000000000016,117.98974172080531,128.85689528658116,11.826500191172372,1.1264611211493956,0.09383711841020562,0.11619122987682173,0.02783979857334363,0.019764045288292953,0.4514438372191066,79.4,0.0,0.0,0.11765420852219444,31.403326453919743,4.408114692721075,0.04478141034548682,4.0225124179411065,0.0,0.075,1.21925218597239,0.008160853521880326,0.0,0.0,0.225,0.225,0.0,1.0,0.006954545454545455,0.0013636363636363635,1.0,0.0,0.08636363636363636,0.0,0,0
0.5598204425938802,0.0529943389062016,1.2043279217079808,1.1784859958946858,0.0842163883960824,0.0113180059436591,14.509851106175152,5.036538572488648,7.024896663535737,0.3969450465932841,1.4556737286366024,0.3621069356295526,0.221284992989145,0.3054406447446559,0.5955631592725117,0.1471702875213603,1.6829314310756056,0.3638143946767986,9.885134542577555,9.46167199527324,0.7765160397383932,2.002705813364541,2.029401455560404,0.3434593475247997,0.3352923027796936,0.243249431880727,0.2191643401686452,2.412103885090893,0.3146690750590353,0.0653634491789969,100.0,0.0,120.04309307276006,131.82636719147754,12.043279217079807,1.133052196862338,0.10097584372261018,0.1258204154029939,0.004681470598058643,0.0098446514756186,0.4580319173551386,81.85,0.0,0.0,0.0,34.468333197791736,4.354383979861449,0.058522907517384405,7.444490903356304,0.0,0.075,1.3158662965221808,0.011824516889242628,0.0,0.0,0.225,0.225,0.0,1.0,0.005863636363636363,0.0013636363636363635,1.0,0.0,0.1409090909090909,0.0,1,0
0.5598204425938802,0.0529943389062016,1.2043279217079808,1.1784859958946858,0.0842163883960824,0.0113180059436591,14.509851106175152,5.036538572488648,7.024896663535737,0.3969450465932841,1.4556737286366024,0.3621069356295526,0.221284992989145,0.3054406447446559,0.5955631592725117,0.1471702875213603,1.6829314310756056,0.3638143946767986,9.885134542577555,9.46167199527324,0.7765160397383932,2.002705813364541,2.029401455560404,0.3434593475247997,0.3352923027796936,0.243249431880727,0.2191643401686452,2.412103885090893,0.3146690750590353,0.0653634491789969,100.0,0.0,118.32045646568758,131.2070914444317,12.043279217079808,1.1491332298098087,0.09975674267753738,0.1432728901124927,0.0026366779319218414,0.01582036565926221,0.4629093933984981,81.1,0.0,0.0,0.0,47.66966358483735,3.1523387968525443,2.82055449088423,10.060183621747703,0.0,0.1,2.0307165028324805,0.010152280512242321,0.0,0.0,0.35,0.35,0.0,1.0,0.006772727272727272,0.0018181818181818182,1.0,0.0,0.12272727272727273,0.0,2,0
0.6023137905409874,0.0735297639099752,1.25338851902521,1.0539556724419423,0.0507886869118242,0.0178723615210993,14.340698459777764,3.807358782067967,6.322009497256117,0.5810137481411235,2.205244156670924,0.1851027096217408,0.1465357735387783,0.2370727044117415,0.6876861525315061,0.1071087684629625,2.3192844076164723,0.2317362412615572,6.6885946734834,7.550869131384855,0.6713908953105072,2.197893945048947,2.3471663692383293,0.5701292675901621,0.5563373812002614,0.1074483426258005,0.2091302416276509,1.463536598141065,0.1864673697700968,0.1200572682979152,99.4,0.006000000000000005,107.64836239714903,135.20624692240685,12.458681879110587,1.3085694160958934,0.09043670568712,0.13417374604952204,0.005330707864830382,0.02270873673212383,0.35409319938684236,82.875,0.0,0.0,0.07203436097874913,83.14469127709535,3.5244680779660036,0.0,8.254289003273811,0.0,0.125,1.6106258185632725,0.009180221785230475,0.0,0.0,0.375,0.375,0.0,1.0,0.007136363636363636,0.0018181818181818182,1.0,0.0,0.09545454545454546,0.0,0,1
0.6023137905409874,0.0735297639099752,1.25338851902521,1.0539556724419423,0.0507886869118242,0.0178723615210993,14.340698459777764,3.807358782067967,6.322009497256117,0.5810137481411235,2.205244156670924,0.1851027096217408,0.1465357735387783,0.2370727044117415,0.6876861525315061,0.1071087684629625,2.3192844076164723,0.2317362412615572,6.6885946734834,7.550869131384855,0.6713908953105072,2.197893945048947,2.3471663692383293,0.5701292675901621,0.5563373812002614,0.1074483426258005,0.2091302416276509,1.463536598141065,0.1864673697700968,0.1200572682979152,98.875,0.01125000000000001,106.89999382965433,134.71004728854282,12.392878981861765,1.3125688113173628,0.09543014722954443,0.14137007968481258,0.015513814742340934,0.019235353501210275,0.3519923516586399,83.175,0.0,0.0,0.1350644268351546,74.56526399059922,3.1894723577738735,0.0,7.71390563148794,0.0,0.075,1.315544079227709,0.008179635808003995,0.0,0.0,0.325,0.325,0.0,1.0,0.006863636363636364,0.0013636363636363635,1.0,0.0,0.1,0.0,1,1
0.6023137905409874,0.0735297639099752,1.25338851902521,1.0539556724419423,0.0507886869118242,0.0178723615210993,14.340698459777764,3.807358782067967,6.322009497256117,0.5810137481411235,2.205244156670924,0.1851027096217408,0.1465357735387783,0.2370727044117415,0.6876861525315061,0.1071087684629625,2.3192844076164723,0.2317362412615572,6.6885946734834,7.550869131384855,0.6713908953105072,2.197893945048947,2.3471663692383293,0.5701292675901621,0.5563373812002614,0.1074483426258005,0.2091302416276509,1.463536598141065,0.1864673697700968,0.1200572682979152,99.85,0.0015000000000000013,105.45538487387144,136.8594086732354,12.515084362466723,1.3399240077808812,0.10002414530607809,0.1360136405648104,-0.046047754902030835,0.027632806883477946,0.3722419727901775,93.325,0.0,0.0,0.018008590244687282,62.953068479425404,1.9868352544510735,0.008446191249013515,7.770910269169306,0.0,0.1,1.360870978152453,0.00921863974943016,0.0,0.0,0.3,0.3,0.0,1.0,0.0059545454545454546,0.0018181818181818182,1.0,0.0,0.10909090909090909,0.0,2,1
0.583772906103345,0.0652790432263225,1.1566391613743916,1.0988579336430593,0.0963658237030731,0.0161929136623414,11.764811019195951,4.4182850396566655,3.921490584448256,0.4363112523550912,2.238160326202258,0.3058464636124576,0.1256842717911422,0.200389168332055,0.6133315113092848,0.1551075672303335,2.33101900710585,0.2868630197954407,7.450506505182512,10.561137039112724,0.8182713037574085,2.28858303547532,1.925781072635857,0.6549649770040439,0.5211429053147028,0.2658395144398465,0.1697147313158278,1.5319725320063449,0.2859053247156746,0.1616289814165556,99.075,0.009250000000000008,111.4609945220659,124.74330732369086,11.459402491316784,1.1643375765711652,0.09699088825256767,0.11766335948101533,0.03325205623290918,0.020668270394378567,0.3447804785948567,86.175,0.0,0.0,0.14950680781031395,45.05474589863432,3.6615418573899534,0.008741300802485318,5.2988764796749,0.0,0.15,2.3546473803275596,0.010610840992585737,0.0,0.0,0.55,0.55,0.0,1.0,0.0076363636363636364,0.0031818181818181815,1.0,0.0,0.12727272727272726,0.0,0,2
0.583772906103345,0.0652790432263225,1.1566391613743916,1.0988579336430593,0.0963658237030731,0.0161929136623414,11.764811019195951,4.4182850396566655,3.921490584448256,0.4363112523550912,2.238160326202258,0.3058464636124576,0.1256842717911422,0.200389168332055,0.6133315113092848,0.1551075672303335,2.33101900710585,0.2868630197954407,7.450506505182512,10.561137039112724,0.8182713037574085,2.28858303547532,1.925781072635857,0.6549649770040439,0.5211429053147028,0.2658395144398465,0.1697147313158278,1.5319725320063449,0.2859053247156746,0.1616289814165556,99.075,0.009250000000000008,111.50405178984415,124.8374923290547,11.459402491316784,1.1627584995961096,0.09725875887841025,0.11853589723562748,0.04729162894474344,0.015575862943050467,0.3411669256226955,85.775,0.0,0.0,0.14950680781031395,26.340847015942614,3.434657630542371,0.0019285914122395276,2.5208865687088995,0.0,0.075,0.9918528516717473,0.011622020419839858,0.0,0.0,0.225,0.225,0.0,1.0,0.006999999999999999,0.002727272727272727,1.0,0.0,0.14545454545454545,0.0,1,2
0.583772906103345,0.0652790432263225,1.1566391613743916,1.0988579336430593,0.0963658237030731,0.0161929136623414,11.764811019195951,4.4182850396566655,3.921490584448256,0.4363112523550912,2.238160326202258,0.3058464636124576,0.1256842717911422,0.200389168332055,0.6133315113092848,0.1551075672303335,2.33101900710585,0.2868630197954407,7.450506505182512,10.561137039112724,0.8182713037574085,2.28858303547532,1.925781072635857,0.6549649770040439,0.5211429053147028,0.2658395144398465,0.1697147313158278,1.5319725320063449,0.2859053247156746,0.1616289814165556,99.025,0.009750000000000009,110.58034592824757,125.20746282500895,11.453619295509915,1.177148739488755,0.091394568702093,0.13646532318755772,0.004379666974952463,0.021545680731504806,0.3543763246998804,91.25,0.0,0.0,0.1575882568811417,42.155976035131935,2.0804855495749366,0.01575364321194727,5.762742562809348,0.0,0.15,2.2816925677087907,0.008960028881071044,0.0,0.0,0.45,0.45,0.0,1.0,0.008136363636363636,0.004545454545454545,1.0,0.0,0.11363636363636363,0.0,2,2
0.5488453677148026,0.0507016356825717,1.1738497822458405,1.1134679835984318,0.0511207184802678,0.011628408858722,11.649532235302337,5.0976599485583485,6.626101236092815,0.4732915250852135,2.0519894288097618,0.2659794743975855,0.108891203041161,0.2355773237182746,0.6822304013261926,0.1542282930161266,2.44870880448692,0.3312444905827494,9.955577354814732,7.195962147453475,0.8544137810717302,2.60591400277719,1.8226625821477056,0.3826640665292548,0.4512198565683509,0.2364461386850231,0.2060434385674075,1.6152726865833509,0.3319423702451357,0.0487609956065179,84.45,0.15550000000000003,98.16963925237286,105.67020652430817,9.913161411066122,1.128061707996562,0.06212255026034737,0.13165966398500956,0.28711577908238695,0.03690150182884257,0.2931760368664219,77.2,0.0,0.0,0.7582334816813534,65.35947752342364,4.334417656776497,19.17925522486724,7.631132674947423,0.0,0.175,2.2203912791047635,0.0034148126082623903,0.0,0.0,0.425,0.425,0.0,1.0,0.007136363636363636,0.0031818181818181815,1.0,0.0,0.05,0.0,0,3
