metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,7.0823808,,0.9,25.0,50.160117796208645,24.423333333333343,seed_replicates,250,True,
Output_mean,80.0,10.0,14.1647616,,0.9,100.0,200.64047118483458,33.62959622534328,seed_replicates,250,True,
Consumption_mean,80.0,10.0,14.1647616,,0.9,100.0,200.64047118483458,40.60198377762013,seed_replicates,250,True,
AvgPrice_mean,1.05,0.05,0.082627776,,0.9,0.0025000000000000005,0.006827349366706176,0.0005493708517668175,seed_replicates,250,True,
DefaultsHH_rate,0.004,0.002,0.0032192640000000008,,0.9,4e-06,1.0363660701696004e-05,1.7921481481481475e-06,seed_replicates,250,True,
BankFailed_share,0.0,0.01,0.010730880000000002,,0.9,0.0001,0.00011515178557440004,0.0,seed_replicates,250,True,
BankResolved_share,0.05,0.03,0.05365440000000001,,0.9,0.0009,0.002878794639360001,0.0015259259259259262,seed_replicates,250,True,
BankResolutionHaircut_mean,0.02,0.01,0.021461760000000003,,0.9,0.0001,0.00046060714229760017,0.00019758316126279883,seed_replicates,250,True,
BankBailedOut_share,0.02,0.02,0.03219264,,0.9,0.0004,0.0010363660701696,5.925925925925905e-05,seed_replicates,250,True,
BankBailoutAmount_mean,0.2,0.2,0.24895641600000004,,0.9,0.04000000000000001,0.061979297067565074,0.008378016854585574,seed_replicates,250,True,
Transfers_mean,6.5,2.0,2.48956416,,0.9,4.0,6.197929706756506,0.3477424197878051,seed_replicates,250,True,
HH_Deposit_mean,1.5,1.0,1.24478208,,0.9,1.0,1.5494824266891265,1.9048268155797923,seed_replicates,250,True,
Bank_Equity_mean,10.0,7.5,8.305701120000002,,0.9,56.25,68.98467109476928,11.060699308418737,seed_replicates,250,True,
PriceDispersion_mean,0.1,0.06,0.12877056,,0.9,0.0036,0.0165818571227136,0.000552214693732881,seed_replicates,250,False,
InventoryGap_mean,0.0,0.25,0.37558080000000005,,0.9,0.0625,0.14106093732864003,0.013685124221378592,seed_replicates,250,False,
CreditRejections_mean,30.0,5.0,21.461760000000005,,0.9,25.0,460.6071422976002,23.052333333333348,seed_replicates,250,False,
FirmDowntimeShare_mean,0.05,0.04,0.07511616000000003,,0.9,0.0016,0.005642437493145604,0.0,seed_replicates,250,False,
