wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,475.0,31.57894736842105,3.193056137116608,4.761609858946251,7.95716077309054,12.0
wave2,480.0,58.12500000000001,2.558304293757417,2.9939157931820044,6.79793148644855,12.0
