component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,324,57,0.17592592592592593,0.6111111111111112,0.4166666666666667,2,2
CU,0.2,324,120,0.37037037037037035,0.6111111111111112,0.4166666666666667,2,2
CU,0.3,324,165,0.5092592592592593,0.6111111111111112,0.4166666666666667,2,2
CU,0.4,324,198,0.6111111111111112,0.6111111111111112,0.4166666666666667,2,2
EV,0.1,324,30,0.09259259259259259,0.3148148148148148,0.19212962962962965,4,4
EV,0.2,324,39,0.12037037037037036,0.3148148148148148,0.19212962962962965,4,4
EV,0.3,324,78,0.24074074074074073,0.3148148148148148,0.19212962962962965,4,4
EV,0.4,324,102,0.3148148148148148,0.3148148148148148,0.19212962962962965,4,4
MD,0.1,324,108,0.3333333333333333,0.8148148148148148,0.6064814814814815,1,1
MD,0.2,324,180,0.5555555555555556,0.8148148148148148,0.6064814814814815,1,1
MD,0.3,324,234,0.7222222222222222,0.8148148148148148,0.6064814814814815,1,1
MD,0.4,324,264,0.8148148148148148,0.8148148148148148,0.6064814814814815,1,1
OU,0.1,324,33,0.10185185185185185,0.4722222222222222,0.3055555555555556,3,3
OU,0.2,324,87,0.26851851851851855,0.4722222222222222,0.3055555555555556,3,3
OU,0.3,324,123,0.37962962962962965,0.4722222222222222,0.3055555555555556,3,3
OU,0.4,324,153,0.4722222222222222,0.4722222222222222,0.3055555555555556,3,3
