component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,308,60,0.19480519480519481,0.525974025974026,0.37743506493506496,2,2
CU,0.2,308,96,0.3116883116883117,0.525974025974026,0.37743506493506496,2,2
CU,0.3,308,147,0.4772727272727273,0.525974025974026,0.37743506493506496,2,2
CU,0.4,308,162,0.525974025974026,0.525974025974026,0.37743506493506496,2,2
EV,0.1,308,33,0.10714285714285714,0.35064935064935066,0.2435064935064935,3,3
EV,0.2,308,69,0.22402597402597402,0.35064935064935066,0.2435064935064935,3,3
EV,0.3,308,90,0.2922077922077922,0.35064935064935066,0.2435064935064935,3,3
EV,0.4,308,108,0.35064935064935066,0.35064935064935066,0.2435064935064935,3,3
MD,0.1,308,75,0.2435064935064935,0.6038961038961039,0.45292207792207795,1,1
MD,0.2,308,123,0.39935064935064934,0.6038961038961039,0.45292207792207795,1,1
MD,0.3,308,174,0.564935064935065,0.6038961038961039,0.45292207792207795,1,1
MD,0.4,308,186,0.6038961038961039,0.6038961038961039,0.45292207792207795,1,1
OU,0.1,308,24,0.07792207792207792,0.2824675324675325,0.19967532467532467,4,4
OU,0.2,308,60,0.19480519480519481,0.2824675324675325,0.19967532467532467,4,4
OU,0.3,308,75,0.2435064935064935,0.2824675324675325,0.19967532467532467,4,4
OU,0.4,308,87,0.2824675324675325,0.2824675324675325,0.19967532467532467,4,4
