metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,6.9959999999999996,6.9959999999999996,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,13.991999999999999,13.991999999999999,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,13.991999999999999,13.991999999999999,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.08162,0.08162,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.00318,0.00318,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.0106,0.0106,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.053000000000000005,0.053000000000000005,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.0212,0.0212,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.0318,0.0318,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.24592000000000003,0.24592000000000003,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.4592,2.4592,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.2296,1.2296,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,8.204400000000001,8.204400000000001,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.1272,0.1272,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.371,0.371,0.0,fixed_baseline,0,,,
CreditRejections_mean,30.0,5.0,21.200000000000003,21.200000000000003,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07420000000000002,0.07420000000000002,0.0,fixed_baseline,0,,,
