metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,7.128,7.128,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,14.256,14.256,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,14.256,14.256,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.08316,0.08316,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0032400000000000003,0.0032400000000000003,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.0108,0.0108,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.054000000000000006,0.054000000000000006,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.0216,0.0216,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.0324,0.0324,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.25056,0.25056,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.5056,2.5056,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.2528,1.2528,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,8.359200000000001,8.359200000000001,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.1296,0.1296,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.378,0.378,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,21.6,21.6,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.07560000000000001,0.07560000000000001,0.0,fixed_baseline,0,,,
