component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,363,9,0.024793388429752067,0.19834710743801653,0.10330578512396695,2,2
CU,0.2,363,24,0.06611570247933884,0.19834710743801653,0.10330578512396695,2,2
CU,0.3,363,45,0.12396694214876033,0.19834710743801653,0.10330578512396695,2,2
CU,0.4,363,72,0.19834710743801653,0.19834710743801653,0.10330578512396695,2,2
EV,0.1,363,12,0.03305785123966942,0.0743801652892562,0.05785123966942149,4,4
EV,0.2,363,18,0.049586776859504134,0.0743801652892562,0.05785123966942149,4,4
EV,0.3,363,27,0.0743801652892562,0.0743801652892562,0.05785123966942149,4,4
EV,0.4,363,27,0.0743801652892562,0.0743801652892562,0.05785123966942149,4,4
MD,0.1,363,30,0.08264462809917356,0.24793388429752067,0.16322314049586778,1,1
MD,0.2,363,45,0.12396694214876033,0.24793388429752067,0.16322314049586778,1,1
MD,0.3,363,72,0.19834710743801653,0.24793388429752067,0.16322314049586778,1,1
MD,0.4,363,90,0.24793388429752067,0.24793388429752067,0.16322314049586778,1,1
OU,0.1,363,15,0.04132231404958678,0.11570247933884298,0.07644628099173553,3,3
OU,0.2,363,21,0.05785123966942149,0.11570247933884298,0.07644628099173553,3,3
OU,0.3,363,33,0.09090909090909091,0.11570247933884298,0.07644628099173553,3,3
OU,0.4,363,42,0.11570247933884298,0.11570247933884298,0.07644628099173553,3,3
