wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,350.0,89.71428571428571,1.569378015051416,3.5269531455296335,6.548156699776056,14.0
wave2,750.0,57.599999999999994,2.5865509980449133,2.801805434653057,3.3840095586583714,14.0
