wave,trained,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,27.0,8.0,0.03314942729904001,0.6881210458990215,0.8888888888888888
wave2,27.0,8.0,0.5509437296251934,0.5630220594128816,0.8888888888888888
