metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,89.71428571428571,57.599999999999994,-32.114285714285714
Imax_median,1.569378015051416,2.5865509980449133,1.0171729829934972
RI_shrink_mean,1.122464577640563,38.896227265989424,37.77376268834886
bad_run_pct,2.7777777777777777,0.0,-2.7777777777777777
