alpha_mean,alpha_std,wage,productivity,loan_rate,deposit_rate,bank_credit_multiplier,hh_debt_cap_multiplier,firm_debt_cap_multiplier,adaptation_rate,price_elasticity,skill_wage_weight,demand_smoothing,seed,Employment_mean,UnemploymentRate_mean,Output_mean,Consumption_mean,AvgPrice_mean,HH_Debt_mean,HH_Deposit_mean,Firm_Debt_mean,Bank_Equity_mean,BankFailed_mean,BankResolved_mean,BankResolutionAmount_mean,BankResolutionHaircut_mean,Defaults_mean,DefaultsHH_mean,DefaultsFirm_mean,BalanceOK_mean,DefaultsHH_rate,DefaultsFirm_rate,BalanceOK_share,BankFailed_share,BankResolved_share,bad_run,error
0.6985722386458382,0.06757424915823967,0.9924173647099571,0.8398646484031725,0.04572776630406793,0.004298869591239602,4.415099936402042,2.856423870214004,3.846672759495883,0.25502509136819784,1.4394850921357905,0.3774214464106086,0.12028533629116031,0,0.0,1.0,0.0,0.0,1.2577674422371328,1.1539749079910109,0.0,0.0,-72.57499813038957,1.0,0.0,0.0,0.02497267696830366,0.03333333333333333,0.03333333333333333,0.0,1.0,0.0105,0.0,1.0,0.775,0.025,False,
0.7365749551286076,0.010724820860878611,1.1384811743666452,1.9644164099005421,0.04979740960122234,0.025126159735997404,8.915580507828981,3.376281579178268,4.786943426159583,0.2959247968542058,2.224607542628843,0.2653129483372417,0.15631708152619941,0,0.03333333333333333,0.9996666666666667,0.0,0.0,0.6098436575767774,10.99011162655963,0.0,0.0,-73.17147041028609,1.0,0.0,0.0,0.1,0.23333333333333334,0.23333333333333334,0.0,1.0,0.009000000000000001,0.0125,1.0,0.7875,0.1,False,
0.8427544002415976,0.024676691999464165,1.0014329342449833,0.9994353384849302,0.03945686458662185,0.020336837098132124,10.583595592714456,4.341513965366278,3.930162548361259,0.533734965208867,0.8753715398007157,0.12819686902669972,0.26063456563397475,0,0.0,1.0,0.0,0.0,1.0621417320844972,0.0,0.0,0.0,-226.8199892773345,1.0,0.0,0.0,0.0125,0.0,0.0,0.0,1.0,0.0125,0.0,1.0,0.825,0.0125,False,
0.5847032898040571,0.029286731297845703,1.2208805369783695,1.1901455294787917,0.07467163843686112,0.012628959357001136,6.924939369824505,4.831089440868704,2.613847368268881,0.6899345423747192,0.9192122666025458,0.28564616179087726,0.08033340389820845,0,2.966666666666667,0.9703333333333332,0.0,0.0,1.084211447242034,0.0005641113056365467,0.0,0.0,-107.08779883235815,1.0,0.0,0.0,0.04038289317653365,0.0,0.0,0.0,1.0,0.006500000000000001,0.0025,1.0,0.7,0.05,False,
0.5691329520042253,0.030232434399568506,0.8941623320928609,1.127153412546101,0.057523034507626476,0.01331893441850369,5.076912959337344,2.734514178268828,3.455965237261606,0.667102687165892,1.0060204472980727,0.011227568783871959,0.32779063660649665,0,0.0,1.0,0.0,0.0,0.8391204304319899,8.222544881171318,0.0,0.0,-46.79253752656633,1.0,0.0,0.0,0.04476288729043067,0.23333333333333334,0.23333333333333334,0.0,1.0,0.008375,0.005,1.0,0.625,0.05,False,
0.5811221948160383,0.1307487531763388,1.0952287504146327,1.4950658780349977,0.017227597614654644,0.008181770192159675,4.730910770286821,2.103924805002193,2.746157230942264,0.9150066323422246,2.6850666583909746,0.32641906564655804,0.34113500312333406,0,5.066666666666666,0.9493333333333333,4.474712354380084,3.3961150549851524,0.7793274145562692,28.788150467266536,0.33008170188785935,4.80185356827105,2.8935237754986463,0.1,0.36666666666666664,0.8175257339226628,0.05023067469826533,0.9333333333333333,0.7666666666666667,0.16666666666666666,1.0,0.0045000000000000005,0.01,1.0,0.0375,0.1375,False,
0.823817260748267,0.0780073261196212,0.8755312839170116,0.9091104345033854,0.02519287326544789,0.0220733070933809,9.263991326950231,4.251570081830097,4.028565728261686,0.5001439840365131,2.7614020177507728,0.02172740669436984,0.20163489312970773,0,0.13333333333333333,0.9986666666666667,0.0,0.0,1.0229927836568748,0.0,0.0,0.0,-168.9701967259253,1.0,0.0,0.0,0.025,0.0,0.0,0.0,1.0,0.0125,0.00125,1.0,0.7625,0.025,False,
0.7469854971574883,0.08724114458147564,0.9662293168356904,1.2923329613138574,0.043350992022690216,0.01596401550404433,10.471657337918199,3.9478625244736443,1.8587100018764044,0.4732062198191096,1.3507059131129693,0.06823654135016627,0.22818216591644325,0,0.0,1.0,0.0,0.0,0.7893768087468979,2.1428112978578273,0.0,0.0,-197.36432924225093,1.0,0.0,0.0,0.0125,0.06666666666666667,0.06666666666666667,0.0,1.0,0.012,0.0,1.0,0.75,0.0125,False,
0.7106721227486591,0.01435145340608515,1.1986122047145003,2.0891261101853287,0.02874781125990935,0.027714953517675934,10.945058055205415,3.753352000326331,3.7831369225207934,0.7820717842672347,2.142743957878726,0.3468106160047282,0.057768463758657754,0,10.8,0.8919999999999998,0.0,0.0,0.6056155602439678,7.086406438768697e-05,0.0,0.5026729477812659,-59.97546400594095,1.0,0.03333333333333333,0.12764001845199804,0.0875,0.03333333333333333,0.0,0.03333333333333333,1.0,0.0055000000000000005,0.0125,1.0,0.6,0.0875,False,
0.7646611531812272,0.14106719017255578,1.1627767070709725,1.6319216310752975,0.05825349692778198,0.006670584945157319,6.6090411548049115,4.985388026621576,3.058984467793338,0.973229564760733,2.9511151489528515,0.3193980863814311,0.2830737916852754,0,0.0,1.0,0.0,0.0,0.7506148620316527,14.47303962118334,0.0,0.0,-241.59681699296107,1.0,0.0,0.0,0.01854910012621988,0.26666666666666666,0.26666666666666666,0.0,1.0,0.010875,0.0,1.0,0.8125,0.025,False,
