component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,597,12,0.020100502512562814,0.07537688442211055,0.04522613065326633,4,4
CU,0.2,597,18,0.03015075376884422,0.07537688442211055,0.04522613065326633,4,4
CU,0.3,597,33,0.05527638190954774,0.07537688442211055,0.04522613065326633,4,4
CU,0.4,597,45,0.07537688442211055,0.07537688442211055,0.04522613065326633,4,4
EV,0.1,597,18,0.03015075376884422,0.11055276381909548,0.07035175879396985,3,3
EV,0.2,597,33,0.05527638190954774,0.11055276381909548,0.07035175879396985,3,3
EV,0.3,597,51,0.08542713567839195,0.11055276381909548,0.07035175879396985,3,3
EV,0.4,597,66,0.11055276381909548,0.11055276381909548,0.07035175879396985,3,3
MD,0.1,597,33,0.05527638190954774,0.23115577889447236,0.1457286432160804,2,2
MD,0.2,597,66,0.11055276381909548,0.23115577889447236,0.1457286432160804,2,2
MD,0.3,597,111,0.18592964824120603,0.23115577889447236,0.1457286432160804,2,2
MD,0.4,597,138,0.23115577889447236,0.23115577889447236,0.1457286432160804,2,2
OU,0.1,597,45,0.07537688442211055,0.2814070351758794,0.18341708542713567,1,1
OU,0.2,597,90,0.1507537688442211,0.2814070351758794,0.18341708542713567,1,1
OU,0.3,597,135,0.22613065326633167,0.2814070351758794,0.18341708542713567,1,1
OU,0.4,597,168,0.2814070351758794,0.2814070351758794,0.18341708542713567,1,1
