component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,231,0,0.0,0.012987012987012988,0.003246753246753247,4,4
CU,0.2,231,0,0.0,0.012987012987012988,0.003246753246753247,4,4
CU,0.3,231,0,0.0,0.012987012987012988,0.003246753246753247,4,4
CU,0.4,231,3,0.012987012987012988,0.012987012987012988,0.003246753246753247,4,4
EV,0.1,231,0,0.0,0.05194805194805195,0.025974025974025976,3,3
EV,0.2,231,6,0.025974025974025976,0.05194805194805195,0.025974025974025976,3,3
EV,0.3,231,6,0.025974025974025976,0.05194805194805195,0.025974025974025976,3,3
EV,0.4,231,12,0.05194805194805195,0.05194805194805195,0.025974025974025976,3,3
MD,0.1,231,21,0.09090909090909091,0.36363636363636365,0.21753246753246752,1,1
MD,0.2,231,33,0.14285714285714285,0.36363636363636365,0.21753246753246752,1,1
MD,0.3,231,63,0.2727272727272727,0.36363636363636365,0.21753246753246752,1,1
MD,0.4,231,84,0.36363636363636365,0.36363636363636365,0.21753246753246752,1,1
OU,0.1,231,6,0.025974025974025976,0.14285714285714285,0.09740259740259741,2,2
OU,0.2,231,21,0.09090909090909091,0.14285714285714285,0.09740259740259741,2,2
OU,0.3,231,30,0.12987012987012986,0.14285714285714285,0.09740259740259741,2,2
OU,0.4,231,33,0.14285714285714285,0.14285714285714285,0.09740259740259741,2,2
