metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,25.0,55.60000000000001,30.60000000000001
Imax_median,3.087395502555907,2.733654767016506,-0.3537407355394011
RI_shrink_mean,58.143597800128,73.95729777843998,15.81369997831198
bad_run_pct,0.0,0.0,0.0
