wave,trained,skipped,gpr_cv_mean,gpr_cv_median,gpr_cv_share_ge
wave1,25.0,10.0,0.30872742202578274,0.2098521870854063,0.44
wave2,24.0,11.0,0.1136184441359583,-0.0013562183785341,0.16666666666666666
