wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,660.0,25.0,3.087395502555907,3.928860770491536,4.107632901478408,9.0
wave2,750.0,55.60000000000001,2.733654767016506,2.886672148065509,2.9411186176492827,5.0
