alpha_mean,alpha_std,wage,productivity,loan_rate,deposit_rate,bank_credit_multiplier,hh_debt_cap_multiplier,firm_debt_cap_multiplier,adaptation_rate,price_elasticity,skill_wage_weight,demand_smoothing,seed,Employment_mean,UnemploymentRate_mean,Output_mean,Consumption_mean,AvgPrice_mean,HH_Debt_mean,HH_Deposit_mean,Firm_Debt_mean,Bank_Equity_mean,Defaults_mean,DefaultsHH_mean,DefaultsFirm_mean,BalanceOK_mean,DefaultsHH_rate,DefaultsFirm_rate,BalanceOK_share,bad_run,error
0.28273775534783885,0.1703266001927017,1.2339339275535355,0.5512758723262078,0.11971462053131589,0.050010185547944806,3.957661980055883,5.598208031362995,1.3403137132123746,0.9938327499362437,3.7718376435681047,0.7540820932985111,0.41945620565254826,0,34.93333333333333,0.6506666666666666,21.206989394592384,43.199633300170035,2.427559483287076,0.0,16.79536244421896,0.0,-3.538460436695901,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.28273775534783885,0.1703266001927017,1.2339339275535355,0.5512758723262078,0.11971462053131589,0.050010185547944806,3.957661980055883,5.598208031362995,1.3403137132123746,0.9938327499362437,3.7718376435681047,0.7540820932985111,0.41945620565254826,1,31.666666666666668,0.6833333333333331,19.057767528054075,39.35680440314336,2.4140651603002765,0.0,17.841203256762025,0.0,-2.999910680929123,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.9254642069009005,0.010556396330649347,1.8060991887016753,1.9929104220797007,0.14576153427094138,0.011143855609964259,2.0637015045244533,7.334357150622914,3.2587848511949113,0.8003985769504267,0.6988950975026551,0.0728854863625776,0.3972122471727875,0,49.0,0.51,92.80841071213408,88.49886024638214,0.9595820209408449,0.0,2.7552510109359503e-55,0.0,-0.7844160495821413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.9254642069009005,0.010556396330649347,1.8060991887016753,1.9929104220797007,0.14576153427094138,0.011143855609964259,2.0637015045244533,7.334357150622914,3.2587848511949113,0.8003985769504267,0.6988950975026551,0.0728854863625776,0.3972122471727875,1,50.0,0.5,95.18117288950111,90.30495943508376,0.953014965674554,0.0,2.0441069341599034e-53,0.0,-0.7181995531548107,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.3562035860236822,0.07019311207518378,1.0050862678841548,1.8066082496724074,0.03276607889326624,0.015501158786346815,9.536781452665316,7.545660541633877,1.9535304539966947,0.6618024524055813,1.4297042382427048,0.49565175028312436,0.34078728793154045,0,40.0,0.6000000000000001,69.07376666212372,40.20345071404764,0.5884212974789944,0.0,17.54149777421259,0.0,-1.94280503507352,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.3562035860236822,0.07019311207518378,1.0050862678841548,1.8066082496724074,0.03276607889326624,0.015501158786346815,9.536781452665316,7.545660541633877,1.9535304539966947,0.6618024524055813,1.4297042382427048,0.49565175028312436,0.34078728793154045,1,42.0,0.58,72.63385176203403,42.213623251148206,0.5858408787362186,0.0,20.09633721682339,0.0,-1.4760892178259886,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.19028203925123147,0.08742765493550096,1.3033357158492311,2.3841317279612384,0.07032217056585287,0.043186671819314626,6.535163126784609,5.126788518927434,4.5141369571719,0.9054470694361818,2.9002856232119614,0.7786713407937706,0.20890911365941428,0,30.0,0.6999999999999997,68.64261882467842,39.121793737418365,0.5747845639603183,0.0,19.550035737753994,0.0,-2.3734517215151896,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.19028203925123147,0.08742765493550096,1.3033357158492311,2.3841317279612384,0.07032217056585287,0.043186671819314626,6.535163126784609,5.126788518927434,4.5141369571719,0.9054470694361818,2.9002856232119614,0.7786713407937706,0.20890911365941428,1,32.13333333333333,0.6786666666666666,73.54215143457301,41.92396552649802,0.5743899081037684,0.0,20.940260501332755,0.0,-1.9083830298908757,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.6810015376244792,0.08077822398316822,1.9199044764960034,1.1066690008767102,0.08014658464374746,0.005730767298648165,4.934427147173659,3.1632586717615387,2.018769030686661,0.2838705596227451,3.4576939163489966,0.6729600723059967,0.3632070610014248,0,100.0,0.0,113.72428905642542,236.57783185800264,1.9944789898078423,275.2186096640377,0.13856763904797298,0.0,910.7827215132357,10.433333333333334,10.433333333333334,0.0,1.0,8.475,0.0,1.0,False,
0.6810015376244792,0.08077822398316822,1.9199044764960034,1.1066690008767102,0.08014658464374746,0.005730767298648165,4.934427147173659,3.1632586717615387,2.018769030686661,0.2838705596227451,3.4576939163489966,0.6729600723059967,0.3632070610014248,1,99.96666666666667,0.00033333333333333365,113.18877141170447,235.96793323540854,1.9781419681035006,275.40388395580743,0.6423473795191643,933.1323527076107,1799.6718136337388,10.633333333333333,10.633333333333333,0.0,1.0,8.375,0.0,1.0,False,
0.8075055542419056,0.027065080567729292,1.933619947496068,0.7344309978804126,0.05632006776945088,0.019684202302650666,10.817034989673722,3.2260444616644683,4.2782760852609325,0.6263269502653402,1.6098049637860736,0.14722745302280849,0.2806625098920591,0,45.4,0.5459999999999999,32.93102576172996,87.78634561632155,2.8146324288099134,0.0,0.0,0.0,-1.154396525755756,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.8075055542419056,0.027065080567729292,1.933619947496068,0.7344309978804126,0.05632006776945088,0.019684202302650666,10.817034989673722,3.2260444616644683,4.2782760852609325,0.6263269502653402,1.6098049637860736,0.14722745302280849,0.2806625098920591,1,44.4,0.5559999999999998,32.154082690332714,85.8527256688255,2.804963917552456,0.0,0.0,0.0,-1.097190206808293,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.2536538672379533,0.05969110098544061,0.8546761337807232,1.5430298731947834,0.14023145567844064,0.022735007744778817,7.248285846899426,6.71252562707416,1.0147482026795611,0.9247592030394071,1.9418151495459741,0.19347774945716287,0.24443860309704263,0,30.433333333333334,0.6956666666666665,45.31787304033252,26.06762208033147,0.5837645265273277,0.0,13.00532183572515,0.0,-2.089254457709518,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.2536538672379533,0.05969110098544061,0.8546761337807232,1.5430298731947834,0.14023145567844064,0.022735007744778817,7.248285846899426,6.71252562707416,1.0147482026795611,0.9247592030394071,1.9418151495459741,0.19347774945716287,0.24443860309704263,1,32.0,0.6799999999999999,47.53289055064231,27.349636281000286,0.5830632331434595,0.0,13.674818140517248,0.0,-1.5993911098362616,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.5838062960561301,0.04849420236011189,1.694556794646842,2.196606208078407,0.08673540596484679,0.03358238931867238,10.08177170809824,2.836746387111544,1.4952333926433992,0.1978934387493287,0.6438136004777876,0.270303863433285,0.12925196254037166,0,51.63333333333333,0.48366666666666663,108.28215201477684,87.50305657527534,0.8113583879491344,0.0,0.2222312589278791,0.0,-0.7336700399222373,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.5838062960561301,0.04849420236011189,1.694556794646842,2.196606208078407,0.08673540596484679,0.03358238931867238,10.08177170809824,2.836746387111544,1.4952333926433992,0.1978934387493287,0.6438136004777876,0.270303863433285,0.12925196254037166,1,60.0,0.40000000000000013,125.77440147844875,101.6734076788106,0.8112124747701227,0.0,0.18098310022368094,0.0,-0.372027959064588,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.5673814222710415,0.14684324247830452,1.6225944642443486,2.4562231842228455,0.10434422751228345,0.028578066745853628,11.836866718863638,4.639758913914834,2.4857079216285847,0.7603659392485276,3.577371969039494,0.6276508591776242,0.16442994872466477,0,36.13333333333333,0.6386666666666668,85.25033644853376,58.647369675725784,0.6945113921400858,0.0,7.216732915599321,0.0,-3.871117344046823,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.5673814222710415,0.14684324247830452,1.6225944642443486,2.4562231842228455,0.10434422751228345,0.028578066745853628,11.836866718863638,4.639758913914834,2.4857079216285847,0.7603659392485276,3.577371969039494,0.6276508591776242,0.16442994872466477,1,36.9,0.631,87.09573329864841,59.94132970712431,0.694051987136006,0.0,6.973168636976728,0.0,-3.1814435498426965,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
0.48168550189798975,0.15438587392283792,0.7261029728724027,0.9258864593170932,0.04084256034533015,0.01357030418218476,2.6590086939228987,2.3966860174219495,3.8847474885940896,0.5213269877888321,1.1084029737985097,0.3965189642402751,0.013397473239477858,0,60.0,0.40000000000000013,52.351118674103574,43.566178364919445,0.8409728417346398,0.0,9.64500071834552,0.0,-0.3576962775384166,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,
