metric,wave1,wave2,delta_wave2_minus_wave1
NROY_pct,13.798449612403102,54.090909090909086,40.29245947850598
Imax_median,3.4151009984788065,2.5871760638458565,-0.82792493463295
RI_shrink_mean,6.630439660643562,25.940721276081316,19.310281615437752
bad_run_pct,2.272727272727273,0.0,-2.272727272727273
