wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,645.0,13.798449612403102,3.4151009984788065,5.205761889283516,9.044457488118187,12.0
wave2,660.0,54.090909090909086,2.5871760638458565,2.938687179132335,4.93076517396724,12.0
