metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,5.514964940390402,5.514964940390402,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,11.029929880780804,11.029929880780804,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,11.029929880780804,11.029929880780804,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.06434125763788802,0.06434125763788802,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0025068022456320007,0.0025068022456320007,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.008356007485440003,0.008356007485440003,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.04178003742720002,0.04178003742720002,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.016712014970880006,0.016712014970880006,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.025068022456320005,0.025068022456320005,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.19385937366220807,0.19385937366220807,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,1.9385937366220802,1.9385937366220802,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,0.9692968683110401,0.9692968683110401,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,6.467549793730562,6.467549793730562,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.10027208982528002,0.10027208982528002,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.29246026199040004,0.29246026199040004,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,16.712014970880006,16.712014970880006,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.058492052398080016,0.058492052398080016,0.0,fixed_baseline,0,,,
