component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,504,6,0.011904761904761904,0.07142857142857142,0.040178571428571425,4,4
CU,0.2,504,18,0.03571428571428571,0.07142857142857142,0.040178571428571425,4,4
CU,0.3,504,21,0.041666666666666664,0.07142857142857142,0.040178571428571425,4,4
CU,0.4,504,36,0.07142857142857142,0.07142857142857142,0.040178571428571425,4,4
EV,0.1,504,6,0.011904761904761904,0.08928571428571429,0.046130952380952384,3,3
EV,0.2,504,18,0.03571428571428571,0.08928571428571429,0.046130952380952384,3,3
EV,0.3,504,24,0.047619047619047616,0.08928571428571429,0.046130952380952384,3,3
EV,0.4,504,45,0.08928571428571429,0.08928571428571429,0.046130952380952384,3,3
MD,0.1,504,18,0.03571428571428571,0.13095238095238096,0.08035714285714285,2,2
MD,0.2,504,24,0.047619047619047616,0.13095238095238096,0.08035714285714285,2,2
MD,0.3,504,54,0.10714285714285714,0.13095238095238096,0.08035714285714285,2,2
MD,0.4,504,66,0.13095238095238096,0.13095238095238096,0.08035714285714285,2,2
OU,0.1,504,18,0.03571428571428571,0.1488095238095238,0.09226190476190477,1,1
OU,0.2,504,36,0.07142857142857142,0.1488095238095238,0.09226190476190477,1,1
OU,0.3,504,57,0.1130952380952381,0.1488095238095238,0.09226190476190477,1,1
OU,0.4,504,75,0.1488095238095238,0.1488095238095238,0.09226190476190477,1,1
