metric,target,sigma_obs,sigma_model_base,sigma_model_calibrated,sigma_model_delta,sigma_model_source,residual_groups,residual_median_abs,residual_q75_abs,notes
Employment_mean,65.0,5.0,7.648971264000001,7.648971264000001,0.0,fixed_baseline,0,,,
Output_mean,80.0,10.0,15.297942528000002,15.297942528000002,0.0,fixed_baseline,0,,,
Consumption_mean,80.0,10.0,15.297942528000002,15.297942528000002,0.0,fixed_baseline,0,,,
AvgPrice_mean,1.05,0.05,0.08923799808000002,0.08923799808000002,0.0,fixed_baseline,0,,,
DefaultsHH_rate,0.004,0.002,0.0034768051200000007,0.0034768051200000007,0.0,fixed_baseline,0,,,
BankFailed_share,0.0,0.01,0.011589350400000002,0.011589350400000002,0.0,fixed_baseline,0,,,
BankResolved_share,0.05,0.03,0.05794675200000002,0.05794675200000002,0.0,fixed_baseline,0,,,
BankResolutionHaircut_mean,0.02,0.01,0.023178700800000004,0.023178700800000004,0.0,fixed_baseline,0,,,
BankBailedOut_share,0.02,0.02,0.034768051200000004,0.034768051200000004,0.0,fixed_baseline,0,,,
BankBailoutAmount_mean,0.2,0.2,0.26887292928000006,0.26887292928000006,0.0,fixed_baseline,0,,,
Transfers_mean,6.5,2.0,2.6887292928,2.6887292928,0.0,fixed_baseline,0,,,
HH_Deposit_mean,1.5,1.0,1.3443646464,1.3443646464,0.0,fixed_baseline,0,,,
Bank_Equity_mean,10.0,7.5,8.970157209600002,8.970157209600002,0.0,fixed_baseline,0,,,
PriceDispersion_mean,0.1,0.06,0.13907220480000002,0.13907220480000002,0.0,fixed_baseline,0,,,
InventoryGap_mean,0.0,0.25,0.4056272640000001,0.4056272640000001,0.0,fixed_baseline,0,,,
CreditRejections_mean,80.0,10.0,23.178700800000005,23.178700800000005,0.0,fixed_baseline,0,,,
FirmDowntimeShare_mean,0.05,0.04,0.08112545280000004,0.08112545280000004,0.0,fixed_baseline,0,,,
