wave,iter,targets_path,rows,nroy_pct,Imax_median,Imax_p95
3,0,C:\Users\Alexander\Desktop\Education\Aspa\code\output_research_core_v5_preflight2\02_wave2\targets_for_wave_final.json,420.0,68.57142857142857,2.2733265781110097,3.1661660798096087
3,1,C:\Users\Alexander\Desktop\Education\Aspa\code\output_research_core_v5_preflight2\waves\wave_03\targets_tuned_iter1.json,420.0,58.57142857142858,2.372915576995026,3.315193709395217
