wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,863.0,93.74275782155273,1.482896181139494,3.161361083224969,5.059780388795311,12.0
wave2,907.0,54.906284454244755,2.873454751708856,5.258018955239986,6.453378085692147,12.0
