metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,5.11104,,0.9,25.0,26.1227298816,121.56025000000004,seed_replicates,20,True,
Output_mean,80.0,10.0,10.22208,,0.9,100.0,104.4909195264,254.46667554397519,seed_replicates,20,True,
Consumption_mean,80.0,10.0,10.22208,,0.9,100.0,104.4909195264,294.40593315740256,seed_replicates,20,True,
AvgPrice_mean,1.05,0.05,0.0596288,,0.9,0.0025000000000000005,0.0035555937894400005,0.0008066495625585737,seed_replicates,20,True,
DefaultsHH_rate,0.004,0.002,0.0023232,,0.9,4e-06,5.39725824e-06,8.598148148148107e-06,seed_replicates,20,True,
BankFailed_share,0.0,0.01,0.007744000000000001,,0.9,0.0001,5.9969536000000014e-05,0.0,seed_replicates,20,True,
BankResolved_share,0.05,0.03,0.038720000000000004,,0.9,0.0009,0.0014992384000000003,0.00198148148148148,seed_replicates,20,True,
BankResolutionHaircut_mean,0.02,0.01,0.015488000000000002,,0.9,0.0001,0.00023987814400000006,0.0001831349614460149,seed_replicates,20,True,
BankBailedOut_share,0.02,0.02,0.023232,,0.9,0.0004,0.000539725824,0.0002870370370370365,seed_replicates,20,True,
BankBailoutAmount_mean,0.2,0.2,0.1796608,,0.9,0.04000000000000001,0.032278003056640005,0.12019591492513801,seed_replicates,20,True,
Transfers_mean,6.5,2.0,1.796608,,0.9,4.0,3.227800305664,2.174485452228077,seed_replicates,20,True,
HH_Deposit_mean,1.5,1.0,0.898304,,0.9,1.0,0.806950076416,0.04034443583784541,seed_replicates,20,True,
Bank_Equity_mean,10.0,7.5,5.993856,,0.9,56.25,35.926309748736,77.23149847151936,seed_replicates,20,True,
PriceDispersion_mean,0.1,0.06,0.092928,,0.9,0.0036,0.008635613184,0.0006369753877720029,seed_replicates,20,False,
InventoryGap_mean,0.0,0.25,0.27104,,0.9,0.0625,0.0734626816,0.2160565465328661,seed_replicates,20,False,
CreditRejections_mean,80.0,10.0,15.488000000000001,,0.9,100.0,239.87814400000005,262.3678333333333,seed_replicates,20,False,
FirmDowntimeShare_mean,0.05,0.04,0.054208000000000006,,0.9,0.0016,0.0029385072640000006,4.3333333333333476e-05,seed_replicates,20,False,
