component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,498,0,0.0,0.006024096385542169,0.0030120481927710845,4,4
CU,0.2,498,0,0.0,0.006024096385542169,0.0030120481927710845,4,4
CU,0.3,498,3,0.006024096385542169,0.006024096385542169,0.0030120481927710845,4,4
CU,0.4,498,3,0.006024096385542169,0.006024096385542169,0.0030120481927710845,4,4
EV,0.1,498,0,0.0,0.012048192771084338,0.004518072289156627,3,3
EV,0.2,498,0,0.0,0.012048192771084338,0.004518072289156627,3,3
EV,0.3,498,3,0.006024096385542169,0.012048192771084338,0.004518072289156627,3,3
EV,0.4,498,6,0.012048192771084338,0.012048192771084338,0.004518072289156627,3,3
MD,0.1,498,27,0.05421686746987952,0.22289156626506024,0.13002008032128515,1,1
MD,0.2,498,49,0.09839357429718876,0.22289156626506024,0.13002008032128515,1,1
MD,0.3,498,72,0.14457831325301204,0.22289156626506024,0.13002008032128515,1,1
MD,0.4,498,111,0.22289156626506024,0.22289156626506024,0.13002008032128515,1,1
OU,0.1,498,21,0.04216867469879518,0.12650602409638553,0.08684738955823293,2,2
OU,0.2,498,36,0.07228915662650602,0.12650602409638553,0.08684738955823293,2,2
OU,0.3,498,53,0.10642570281124498,0.12650602409638553,0.08684738955823293,2,2
OU,0.4,498,63,0.12650602409638553,0.12650602409638553,0.08684738955823293,2,2
