param,initial_low,initial_high,nroy_min,nroy_max,nroy_p05,nroy_p95,shrink_pct
alpha_mean,0.57,0.92,0.584183319909439,0.8450965263335315,0.5848254691658833,0.8446493338193795,25.453369593116438
alpha_std,0.03,0.13,0.0349278853020911,0.127826281699686,0.03501372575944093,0.12753470354522894,7.101603602405104
wage,0.9,1.45,0.9725939563109416,1.4339806685175294,0.9743808604744655,1.431914090499864,16.11150687152948
productivity,0.95,1.95,1.0001753846231607,1.8157913301897652,1.0066670112734646,1.813605568164867,18.438405443339544
loan_rate,0.012,0.073,0.0127956504378609,0.0666625407583887,0.013020400281955157,0.066403702334671,11.693622425364246
deposit_rate,0.001,0.028,0.0040925978412387,0.0249230279578748,0.004160913119389215,0.024804049625820897,22.850258827273706
bank_credit_multiplier,4.2,11.5,4.44594124391323,9.998024723798697,4.463255947957519,9.99289253790432,23.94406191937718
hh_debt_cap_multiplier,2.1,4.8,2.175976703172083,4.405153329649363,2.1843285607094365,4.393497843145944,17.437902723063694
firm_debt_cap_multiplier,1.6,4.8,1.673625575314922,4.333441527340129,1.6836458319786813,4.317136641329682,16.880751499212266
adaptation_rate,0.25,0.95,0.3334801938265148,0.9166127925199432,0.33457594984494193,0.9163116793858668,16.69534304379594
price_elasticity,0.95,2.9,1.209530562216224,2.474796288747517,1.2161125260600285,2.467819050144182,35.11457812660036
skill_wage_weight,0.03,0.49,0.0647003550506381,0.431405283101856,0.06545013540323766,0.43123504052698625,20.28153738017001
demand_smoothing,0.06,0.35,0.0945095445609106,0.3182888649363068,0.09531909961476631,0.31805348222692736,22.834717111932335
