component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,1047,0,0.0,0.0,0.0,2,2
CU,0.2,1047,0,0.0,0.0,0.0,2,2
CU,0.3,1047,0,0.0,0.0,0.0,2,2
CU,0.4,1047,0,0.0,0.0,0.0,2,2
EV,0.1,1047,0,0.0,0.0,0.0,2,2
EV,0.2,1047,0,0.0,0.0,0.0,2,2
EV,0.3,1047,0,0.0,0.0,0.0,2,2
EV,0.4,1047,0,0.0,0.0,0.0,2,2
MD,0.1,1047,0,0.0,0.1489971346704871,0.04799426934097421,1,1
MD,0.2,1047,9,0.008595988538681949,0.1489971346704871,0.04799426934097421,1,1
MD,0.3,1047,36,0.034383954154727794,0.1489971346704871,0.04799426934097421,1,1
MD,0.4,1047,156,0.1489971346704871,0.1489971346704871,0.04799426934097421,1,1
OU,0.1,1047,0,0.0,0.0,0.0,2,2
OU,0.2,1047,0,0.0,0.0,0.0,2,2
OU,0.3,1047,0,0.0,0.0,0.0,2,2
OU,0.4,1047,0,0.0,0.0,0.0,2,2
