component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,210,15,0.07142857142857142,0.2857142857142857,0.18571428571428572,4,4
CU,0.2,210,33,0.15714285714285714,0.2857142857142857,0.18571428571428572,4,4
CU,0.3,210,48,0.22857142857142856,0.2857142857142857,0.18571428571428572,4,4
CU,0.4,210,60,0.2857142857142857,0.2857142857142857,0.18571428571428572,4,4
EV,0.1,210,24,0.11428571428571428,0.32857142857142857,0.2142857142857143,3,3
EV,0.2,210,39,0.18571428571428572,0.32857142857142857,0.2142857142857143,3,3
EV,0.3,210,48,0.22857142857142856,0.32857142857142857,0.2142857142857143,3,3
EV,0.4,210,69,0.32857142857142857,0.32857142857142857,0.2142857142857143,3,3
MD,0.1,210,42,0.2,0.7285714285714285,0.5178571428571428,1,1
MD,0.2,210,108,0.5142857142857142,0.7285714285714285,0.5178571428571428,1,1
MD,0.3,210,132,0.6285714285714286,0.7285714285714285,0.5178571428571428,1,1
MD,0.4,210,153,0.7285714285714285,0.7285714285714285,0.5178571428571428,1,1
OU,0.1,210,36,0.17142857142857143,0.6285714285714286,0.41428571428571426,2,2
OU,0.2,210,60,0.2857142857142857,0.6285714285714286,0.41428571428571426,2,2
OU,0.3,210,120,0.5714285714285714,0.6285714285714286,0.41428571428571426,2,2
OU,0.4,210,132,0.6285714285714286,0.6285714285714286,0.41428571428571426,2,2
