param,initial_low,initial_high,nroy_min,nroy_max,nroy_p05,nroy_p95,shrink_pct
alpha_mean,0.55,0.95,0.5513357788111427,0.9491154951652426,0.5577477629539773,0.9323449855116516,0.5550709114749974
alpha_std,0.01,0.15,0.012885331554934714,0.1481642244020727,0.022656593295058595,0.13569470521053204,3.3722193949014323
wage,0.8,1.5,0.8007342295453044,1.4904699908856125,0.8468195734023709,1.458120699641026,1.4663198085274054
productivity,0.8,2.2,0.8111261506460612,2.06036484928069,0.9373715071437283,2.02420324702338,10.7686643832408
loan_rate,0.01,0.08,0.010049486660323372,0.07999461524182738,0.011765605884573734,0.07281664588168221,0.07838774070857424
deposit_rate,0.0,0.03,0.0005992210885764257,0.02980610645644749,0.0009739334146312109,0.027749893123212716,2.6437154404297836
bank_credit_multiplier,4.0,12.0,4.004740970220232,11.765809265735049,4.188942694596349,11.401971733226848,2.9866463060647885
hh_debt_cap_multiplier,2.0,5.0,2.024234240548611,4.94235772637812,2.0923832049833315,4.732301546412776,2.729217139016382
firm_debt_cap_multiplier,1.5,5.0,1.5356552513313608,4.976709410698504,1.5914494247187396,4.777703135250768,1.6841668752244798
adaptation_rate,0.2,1.0,0.20402742570324142,0.9772961457843914,0.24407822346649855,0.947584230987769,3.341409989856259
price_elasticity,0.8,3.0,0.8186271054772244,2.9675690830228163,0.9343019128329432,2.8867357757365752,2.3208192024731122
skill_wage_weight,0.0,0.5,0.0018026321342863457,0.4998196937456644,0.03422462931859405,0.480473935124465,0.3965876777243915
demand_smoothing,0.05,0.4,0.05146448861419191,0.39737830362355164,0.05700423729777966,0.3544188665466972,1.167481425897221
