metric,target,sigma_obs,sigma_model,sigma_ev,sigma_ev_quantile,var_obs,var_md,var_ev,source_ev,replicate_groups,enabled_for_sa,notes
Employment_mean,65.0,5.0,10.088286696882838,,0.9,25.0,101.77352847850324,23.642583333333288,seed_replicates,250,True,
Output_mean,80.0,10.0,20.176573393765675,,0.9,100.0,407.09411391401295,39.0546811913627,seed_replicates,250,True,
Consumption_mean,80.0,10.0,20.176573393765675,,0.9,100.0,407.09411391401295,36.78593207161738,seed_replicates,250,True,
AvgPrice_mean,1.05,0.05,0.11769667813029978,,0.9,0.0025000000000000005,0.013852508042907387,0.00035336002226866433,seed_replicates,250,True,
DefaultsHH_rate,0.004,0.002,0.004585584862219471,,0.9,4e-06,2.1027588528616368e-05,4.6342592592591813e-07,seed_replicates,250,True,
BankFailed_share,0.0,0.01,0.015285282874064905,,0.9,0.0001,0.00023363987254018187,0.0,seed_replicates,250,True,
BankResolved_share,0.05,0.03,0.07642641437032452,,0.9,0.0009,0.005840996813504546,0.0014120370370370372,seed_replicates,250,True,
BankResolutionHaircut_mean,0.02,0.01,0.03057056574812981,,0.9,0.0001,0.0009345594901607275,9.554734280947178e-05,seed_replicates,250,True,
BankBailedOut_share,0.02,0.02,0.045855848622194724,,0.9,0.0004,0.002102758852861638,0.0,seed_replicates,250,True,
BankBailoutAmount_mean,0.2,0.2,0.35461856267830577,,0.9,0.04000000000000001,0.12575432499602748,0.0,seed_replicates,250,True,
Transfers_mean,6.5,2.0,3.5461856267830583,,0.9,4.0,12.575432499602751,0.3495326700103636,seed_replicates,250,True,
HH_Deposit_mean,1.5,1.0,1.7730928133915291,,0.9,1.0,3.143858124900688,2.0191902096753354,seed_replicates,250,True,
Bank_Equity_mean,10.0,7.5,11.830808944526238,,0.9,56.25,139.96804028188203,9.640365994377515,seed_replicates,250,True,
PriceDispersion_mean,0.1,0.06,0.12,,0.9,0.0036,0.0144,0.00047705266028082437,seed_replicates,250,False,
InventoryGap_mean,0.0,0.25,0.35,,0.9,0.0625,0.12249999999999998,0.012518764897078588,seed_replicates,250,False,
CreditRejections_mean,30.0,5.0,20.0,,0.9,25.0,400.0,17.42583333333336,seed_replicates,250,False,
FirmDowntimeShare_mean,0.05,0.04,0.07,,0.9,0.0016,0.004900000000000001,0.0,seed_replicates,250,False,
