wave,rows,nroy_pct,Imax_median,Imax_p95,Imax_max,metrics_used_mean
wave1,863.0,74.27578215527231,2.321205256530181,4.132785578971174,5.276197315246387,12.0
wave2,897.0,83.5005574136009,2.15797211507936,3.702937789075055,4.237946423134352,12.0
