component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,258,9,0.03488372093023256,0.10465116279069768,0.07848837209302326,4,4
CU,0.2,258,18,0.06976744186046512,0.10465116279069768,0.07848837209302326,4,4
CU,0.3,258,27,0.10465116279069768,0.10465116279069768,0.07848837209302326,4,4
CU,0.4,258,27,0.10465116279069768,0.10465116279069768,0.07848837209302326,4,4
EV,0.1,258,12,0.046511627906976744,0.20930232558139536,0.12790697674418605,3,3
EV,0.2,258,24,0.09302325581395349,0.20930232558139536,0.12790697674418605,3,3
EV,0.3,258,42,0.16279069767441862,0.20930232558139536,0.12790697674418605,3,3
EV,0.4,258,54,0.20930232558139536,0.20930232558139536,0.12790697674418605,3,3
MD,0.1,258,54,0.20930232558139536,0.7093023255813954,0.47965116279069764,1,1
MD,0.2,258,105,0.4069767441860465,0.7093023255813954,0.47965116279069764,1,1
MD,0.3,258,153,0.5930232558139535,0.7093023255813954,0.47965116279069764,1,1
MD,0.4,258,183,0.7093023255813954,0.7093023255813954,0.47965116279069764,1,1
OU,0.1,258,15,0.05813953488372093,0.2441860465116279,0.1569767441860465,2,2
OU,0.2,258,33,0.12790697674418605,0.2441860465116279,0.1569767441860465,2,2
OU,0.3,258,51,0.19767441860465115,0.2441860465116279,0.1569767441860465,2,2
OU,0.4,258,63,0.2441860465116279,0.2441860465116279,0.1569767441860465,2,2
