component,reduction,n_points,newly_implausible_count,newly_implausible_share,share_at_max_reduction,share_mean,rank_at_max_reduction,rank_by_mean
CU,0.1,192,0,0.0,0.078125,0.0390625,2,2
CU,0.2,192,6,0.03125,0.078125,0.0390625,2,2
CU,0.3,192,9,0.046875,0.078125,0.0390625,2,2
CU,0.4,192,15,0.078125,0.078125,0.0390625,2,2
EV,0.1,192,0,0.0,0.03125,0.01953125,3,3
EV,0.2,192,3,0.015625,0.03125,0.01953125,3,3
EV,0.3,192,6,0.03125,0.03125,0.01953125,3,3
EV,0.4,192,6,0.03125,0.03125,0.01953125,3,3
MD,0.1,192,3,0.015625,0.140625,0.0625,1,1
MD,0.2,192,3,0.015625,0.140625,0.0625,1,1
MD,0.3,192,15,0.078125,0.140625,0.0625,1,1
MD,0.4,192,27,0.140625,0.140625,0.0625,1,1
OU,0.1,192,3,0.015625,0.015625,0.015625,4,4
OU,0.2,192,3,0.015625,0.015625,0.015625,4,4
OU,0.3,192,3,0.015625,0.015625,0.015625,4,4
OU,0.4,192,3,0.015625,0.015625,0.015625,4,4
